id,image_path,question_type,question_prompt,gt_question,gt_answer,model_output,bb_gt_present,bb_pred_present,filtered_bb_pred
62,/home/parthpk/NeuroChat//brain tumor/images/673.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[279, 247, 310, 275]","```json
[
	{""bbox_2d"": [138, 122, 158, 138], ""label"": ""tumor""}
]
```",True,True,"[138, 122, 158, 138]"
63,/home/parthpk/NeuroChat//brain tumor/images/674.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[183, 254, 236, 289]","```json
[
	{""bbox_2d"": [92, 128, 122, 146], ""label"": ""tumor""}
]
```",True,True,"[92, 128, 122, 146]"
64,/home/parthpk/NeuroChat//brain tumor/images/675.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[345, 243, 407, 321]","```json
[
	{""bbox_2d"": [168, 126, 202, 162], ""label"": ""tumor""}
]
```",True,True,"[168, 126, 202, 162]"
65,/home/parthpk/NeuroChat//brain tumor/images/676.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[339, 239, 421, 328]","```json
[
	{""bbox_2d"": [168, 120, 212, 164], ""label"": ""tumor""}
]
```",True,True,"[168, 120, 212, 164]"
66,/home/parthpk/NeuroChat//brain tumor/images/677.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[336, 239, 428, 330]","```json
[
	{""bbox_2d"": [168, 122, 215, 164], ""label"": ""tumor""}
]
```",True,True,"[168, 122, 215, 164]"
67,/home/parthpk/NeuroChat//brain tumor/images/678.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[337, 240, 424, 329]","```json
[
	{""bbox_2d"": [166, 94, 214, 136], ""label"": ""tumor""}
]
```",True,True,"[166, 94, 214, 136]"
68,/home/parthpk/NeuroChat//brain tumor/images/679.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[346, 251, 404, 310]","```json
[
	{""bbox_2d"": [168, 126, 206, 158], ""label"": ""tumor""}
]
```",True,True,"[168, 126, 206, 158]"
69,/home/parthpk/NeuroChat//brain tumor/images/680.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[240, 76, 369, 162]","```json
[
	{""bbox_2d"": [124, 36, 182, 81], ""label"": ""tumor""}
]
```",True,True,"[124, 36, 182, 81]"
70,/home/parthpk/NeuroChat//brain tumor/images/681.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[237, 72, 374, 168]","```json
[
	{""bbox_2d"": [118, 34, 185, 84], ""label"": ""tumor""}
]
```",True,True,"[118, 34, 185, 84]"
71,/home/parthpk/NeuroChat//brain tumor/images/682.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[234, 67, 373, 165]","```json
[
	{""bbox_2d"": [119, 26, 187, 82], ""label"": ""tumor""}
]
```",True,True,"[119, 26, 187, 82]"
72,/home/parthpk/NeuroChat//brain tumor/images/683.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[240, 57, 375, 160]","```json
[
	{""bbox_2d"": [120, 30, 186, 78], ""label"": ""tumor""}
]
```",True,True,"[120, 30, 186, 78]"
73,/home/parthpk/NeuroChat//brain tumor/images/684.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[243, 54, 369, 156]","```json
[
	{""bbox_2d"": [122, 28, 186, 78], ""label"": ""tumor""}
]
```",True,True,"[122, 28, 186, 78]"
74,/home/parthpk/NeuroChat//brain tumor/images/685.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[258, 56, 360, 134]","```json
[
	{""bbox_2d"": [130, 28, 188, 72], ""label"": ""tumor""}
]
```",True,True,"[130, 28, 188, 72]"
75,/home/parthpk/NeuroChat//brain tumor/images/686.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[308, 301, 367, 356]","```json
[
	{""bbox_2d"": [154, 150, 186, 179], ""label"": ""tumor""}
]
```",True,True,"[154, 150, 186, 179]"
76,/home/parthpk/NeuroChat//brain tumor/images/687.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[308, 303, 367, 348]","```json
[
	{""bbox_2d"": [154, 150, 184, 172], ""label"": ""tumor""}
]
```",True,True,"[154, 150, 184, 172]"
77,/home/parthpk/NeuroChat//brain tumor/images/688.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[181, 94, 235, 147]","```json
[
	{""bbox_2d"": [86, 22, 120, 45], ""label"": ""tumor""}
]
```",True,True,"[86, 22, 120, 45]"
78,/home/parthpk/NeuroChat//brain tumor/images/689.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[172, 90, 238, 152]","```json
[
	{""bbox_2d"": [86, 50, 122, 78], ""label"": ""tumor""}
]
```",True,True,"[86, 50, 122, 78]"
79,/home/parthpk/NeuroChat//brain tumor/images/690.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[170, 92, 237, 152]","```json
[
	{""bbox_2d"": [86, 49, 120, 78], ""label"": ""tumor""}
]
```",True,True,"[86, 49, 120, 78]"
80,/home/parthpk/NeuroChat//brain tumor/images/691.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[173, 98, 231, 152]","```json
[
	{""bbox_2d"": [85, 47, 120, 79], ""label"": ""tumor""}
]
```",True,True,"[85, 47, 120, 79]"
81,/home/parthpk/NeuroChat//brain tumor/images/692.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[177, 101, 225, 148]","```json
[
	{""bbox_2d"": [86, 52, 114, 78], ""label"": ""tumor""}
]
```",True,True,"[86, 52, 114, 78]"
82,/home/parthpk/NeuroChat//brain tumor/images/693.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[152, 127, 190, 169]","```json
[
	{""bbox_2d"": [74, 64, 96, 86], ""label"": ""tumor""}
]
```",True,True,"[74, 64, 96, 86]"
83,/home/parthpk/NeuroChat//brain tumor/images/694.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[116, 121, 194, 186]","```json
[
	{""bbox_2d"": [56, 61, 100, 88], ""label"": ""tumor""}
]
```",True,True,"[56, 61, 100, 88]"
84,/home/parthpk/NeuroChat//brain tumor/images/695.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[119, 138, 172, 187]","```json
[
	{""bbox_2d"": [68, 68, 95, 94], ""label"": ""tumor""}
]
```",True,True,"[68, 68, 95, 94]"
85,/home/parthpk/NeuroChat//brain tumor/images/696.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[367, 116, 388, 142]","```json
[
	{""bbox_2d"": [176, 56, 200, 98], ""label"": ""tumor""}
]
```",True,True,"[176, 56, 200, 98]"
86,/home/parthpk/NeuroChat//brain tumor/images/697.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[287, 73, 389, 167]","```json
[
	{""bbox_2d"": [147, 44, 192, 82], ""label"": ""tumor""}
]
```",True,True,"[147, 44, 192, 82]"
87,/home/parthpk/NeuroChat//brain tumor/images/698.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[284, 65, 397, 170]","```json
[
	{""bbox_2d"": [144, 30, 196, 84], ""label"": ""tumor""}
]
```",True,True,"[144, 30, 196, 84]"
88,/home/parthpk/NeuroChat//brain tumor/images/699.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[286, 69, 398, 169]","```json
[
	{""bbox_2d"": [144, 34, 198, 84], ""label"": ""tumor""}
]
```",True,True,"[144, 34, 198, 84]"
89,/home/parthpk/NeuroChat//brain tumor/images/700.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[299, 80, 398, 165]","```json
[
	{""bbox_2d"": [148, 38, 198, 84], ""label"": ""tumor""}
]
```",True,True,"[148, 38, 198, 84]"
90,/home/parthpk/NeuroChat//brain tumor/images/701.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[299, 89, 392, 166]","```json
[
	{""bbox_2d"": [154, 44, 198, 82], ""label"": ""tumor""}
]
```",True,True,"[154, 44, 198, 82]"
91,/home/parthpk/NeuroChat//brain tumor/images/702.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[319, 105, 386, 168]","```json
[
	{""bbox_2d"": [164, 62, 196, 84], ""label"": ""tumor""}
]
```",True,True,"[164, 62, 196, 84]"
92,/home/parthpk/NeuroChat//brain tumor/images/703.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[307, 149, 382, 231]","```json
[
	{""bbox_2d"": [156, 78, 192, 115], ""label"": ""tumor""}
]
```",True,True,"[156, 78, 192, 115]"
93,/home/parthpk/NeuroChat//brain tumor/images/704.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[300, 146, 391, 242]","```json
[
	{""bbox_2d"": [148, 74, 196, 122], ""label"": ""tumor""}
]
```",True,True,"[148, 74, 196, 122]"
94,/home/parthpk/NeuroChat//brain tumor/images/705.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[299, 144, 394, 244]","```json
[
	{""bbox_2d"": [149, 72, 196, 124], ""label"": ""tumor""}
]
```",True,True,"[149, 72, 196, 124]"
95,/home/parthpk/NeuroChat//brain tumor/images/706.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[305, 144, 395, 246]","```json
[
	{""bbox_2d"": [152, 72, 198, 122], ""label"": ""tumor""}
]
```",True,True,"[152, 72, 198, 122]"
96,/home/parthpk/NeuroChat//brain tumor/images/707.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[287, 148, 386, 269]","```json
[
	{""bbox_2d"": [144, 74, 197, 134], ""label"": ""tumor""}
]
```",True,True,"[144, 74, 197, 134]"
97,/home/parthpk/NeuroChat//brain tumor/images/708.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[274, 160, 394, 272]","```json
[
	{""bbox_2d"": [142, 80, 196, 136], ""label"": ""tumor""}
]
```",True,True,"[142, 80, 196, 136]"
98,/home/parthpk/NeuroChat//brain tumor/images/1791.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[194, 306, 223, 336]","```json
[
	{""bbox_2d"": [96, 152, 114, 171], ""label"": ""tumor""}
]
```",True,True,"[96, 152, 114, 171]"
99,/home/parthpk/NeuroChat//brain tumor/images/1792.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[194, 303, 216, 325]","```json
[
	{""bbox_2d"": [94, 152, 114, 168], ""label"": ""tumor""}
]
```",True,True,"[94, 152, 114, 168]"
100,/home/parthpk/NeuroChat//brain tumor/images/1793.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[194, 302, 223, 338]","```json
[
	{""bbox_2d"": [96, 151, 112, 169], ""label"": ""tumor""}
]
```",True,True,"[96, 151, 112, 169]"
101,/home/parthpk/NeuroChat//brain tumor/images/1794.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[190, 307, 230, 335]","```json
[
	{""bbox_2d"": [98, 154, 118, 168], ""label"": ""tumor""}
]
```",True,True,"[98, 154, 118, 168]"
102,/home/parthpk/NeuroChat//brain tumor/images/1795.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[190, 240, 241, 305]","```json
[
	{""bbox_2d"": [96, 114, 120, 148], ""label"": ""tumor""}
]
```",True,True,"[96, 114, 120, 148]"
103,/home/parthpk/NeuroChat//brain tumor/images/1796.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[194, 240, 241, 306]","```json
[
	{""bbox_2d"": [97, 118, 125, 151], ""label"": ""tumor""}
]
```",True,True,"[97, 118, 125, 151]"
104,/home/parthpk/NeuroChat//brain tumor/images/1797.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[196, 240, 236, 308]","```json
[
	{""bbox_2d"": [96, 146, 123, 179], ""label"": ""tumor""}
]
```",True,True,"[96, 146, 123, 179]"
105,/home/parthpk/NeuroChat//brain tumor/images/1798.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[200, 242, 238, 308]","```json
[
	{""bbox_2d"": [98, 120, 120, 150], ""label"": ""tumor""}
]
```",True,True,"[98, 120, 120, 150]"
106,/home/parthpk/NeuroChat//brain tumor/images/1799.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[198, 242, 236, 307]","```json
[
	{""bbox_2d"": [98, 134, 120, 154], ""label"": ""tumor""}
]
```",True,True,"[98, 134, 120, 154]"
107,/home/parthpk/NeuroChat//brain tumor/images/1800.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[199, 276, 241, 303]","```json
[
	{""bbox_2d"": [96, 138, 124, 157], ""label"": ""tumor""}
]
```",True,True,"[96, 138, 124, 157]"
108,/home/parthpk/NeuroChat//brain tumor/images/1801.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[244, 252, 275, 280]","```json
[
	{""bbox_2d"": [120, 94, 146, 120], ""label"": ""tumor""}
]
```",True,True,"[120, 94, 146, 120]"
109,/home/parthpk/NeuroChat//brain tumor/images/1802.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[236, 241, 276, 282]","```json
[
	{""bbox_2d"": [136, 86, 186, 126], ""label"": ""tumor""}
]
```",True,True,"[136, 86, 186, 126]"
110,/home/parthpk/NeuroChat//brain tumor/images/1803.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[236, 248, 277, 290]","```json
[
	{""bbox_2d"": [118, 126, 150, 154], ""label"": ""tumor""}
]
```",True,True,"[118, 126, 150, 154]"
111,/home/parthpk/NeuroChat//brain tumor/images/1804.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[236, 252, 282, 286]","```json
[
	{""bbox_2d"": [124, 132, 146, 166], ""label"": ""tumor""}
]
```",True,True,"[124, 132, 146, 166]"
112,/home/parthpk/NeuroChat//brain tumor/images/1805.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[237, 254, 273, 285]","```json
[
	{""bbox_2d"": [114, 124, 146, 152], ""label"": ""tumor""}
]
```",True,True,"[114, 124, 146, 152]"
113,/home/parthpk/NeuroChat//brain tumor/images/1806.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[192, 296, 251, 358]","```json
[
	{""bbox_2d"": [100, 146, 132, 178], ""label"": ""tumor""}
]
```",True,True,"[100, 146, 132, 178]"
114,/home/parthpk/NeuroChat//brain tumor/images/1807.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[193, 292, 246, 362]","```json
[
	{""bbox_2d"": [94, 148, 122, 179], ""label"": ""tumor""}
]
```",True,True,"[94, 148, 122, 179]"
115,/home/parthpk/NeuroChat//brain tumor/images/1808.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[187, 291, 250, 370]","```json
[
	{""bbox_2d"": [94, 146, 122, 180], ""label"": ""tumor""}
]
```",True,True,"[94, 146, 122, 180]"
116,/home/parthpk/NeuroChat//brain tumor/images/1809.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[194, 293, 244, 360]","```json
[
	{""bbox_2d"": [96, 144, 124, 178], ""label"": ""tumor""}
]
```",True,True,"[96, 144, 124, 178]"
117,/home/parthpk/NeuroChat//brain tumor/images/1810.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[196, 294, 245, 355]","```json
[
	{""bbox_2d"": [96, 146, 122, 178], ""label"": ""tumor""}
]
```",True,True,"[96, 146, 122, 178]"
118,/home/parthpk/NeuroChat//brain tumor/images/1811.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[193, 294, 241, 360]","```json
[
	{""bbox_2d"": [96, 146, 124, 175], ""label"": ""tumor""}
]
```",True,True,"[96, 146, 124, 175]"
119,/home/parthpk/NeuroChat//brain tumor/images/1812.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[197, 296, 239, 356]","```json
[
	{""bbox_2d"": [100, 149, 132, 176], ""label"": ""tumor""}
]
```",True,True,"[100, 149, 132, 176]"
120,/home/parthpk/NeuroChat//brain tumor/images/1813.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[178, 313, 227, 342]","```json
[
	{""bbox_2d"": [92, 156, 122, 178], ""label"": ""tumor""}
]
```",True,True,"[92, 156, 122, 178]"
121,/home/parthpk/NeuroChat//brain tumor/images/1814.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[178, 310, 228, 342]","```json
[
	{""bbox_2d"": [88, 152, 112, 172], ""label"": ""tumor""}
]
```",True,True,"[88, 152, 112, 172]"
122,/home/parthpk/NeuroChat//brain tumor/images/1815.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[172, 283, 223, 345]","```json
[
	{""bbox_2d"": [88, 140, 117, 170], ""label"": ""tumor""}
]
```",True,True,"[88, 140, 117, 170]"
123,/home/parthpk/NeuroChat//brain tumor/images/1816.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[170, 284, 220, 342]","```json
[
	{""bbox_2d"": [86, 140, 108, 167], ""label"": ""tumor""}
]
```",True,True,"[86, 140, 108, 167]"
