id,image_path,question_type,question_prompt,gt_question,gt_answer,model_output,bb_gt_present,bb_pred_present,filtered_bb_pred
64,/home/parthpk/NeuroChat//brain tumor/images/675.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[345, 243, 407, 321]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
65,/home/parthpk/NeuroChat//brain tumor/images/676.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[339, 239, 421, 328]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
66,/home/parthpk/NeuroChat//brain tumor/images/677.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[336, 239, 428, 330]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
67,/home/parthpk/NeuroChat//brain tumor/images/678.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[337, 240, 424, 329]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
68,/home/parthpk/NeuroChat//brain tumor/images/679.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[346, 251, 404, 310]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
69,/home/parthpk/NeuroChat//brain tumor/images/680.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[240, 76, 369, 162]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
70,/home/parthpk/NeuroChat//brain tumor/images/681.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[237, 72, 374, 168]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
71,/home/parthpk/NeuroChat//brain tumor/images/682.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[234, 67, 373, 165]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
72,/home/parthpk/NeuroChat//brain tumor/images/683.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[240, 57, 375, 160]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
73,/home/parthpk/NeuroChat//brain tumor/images/684.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[243, 54, 369, 156]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
74,/home/parthpk/NeuroChat//brain tumor/images/685.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[258, 56, 360, 134]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
75,/home/parthpk/NeuroChat//brain tumor/images/686.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[308, 301, 367, 356]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
76,/home/parthpk/NeuroChat//brain tumor/images/687.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[308, 303, 367, 348]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
77,/home/parthpk/NeuroChat//brain tumor/images/688.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[181, 94, 235, 147]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
78,/home/parthpk/NeuroChat//brain tumor/images/689.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[172, 90, 238, 152]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
79,/home/parthpk/NeuroChat//brain tumor/images/690.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[170, 92, 237, 152]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
80,/home/parthpk/NeuroChat//brain tumor/images/691.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[173, 98, 231, 152]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
81,/home/parthpk/NeuroChat//brain tumor/images/692.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[177, 101, 225, 148]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
82,/home/parthpk/NeuroChat//brain tumor/images/693.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[152, 127, 190, 169]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
83,/home/parthpk/NeuroChat//brain tumor/images/694.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[116, 121, 194, 186]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
84,/home/parthpk/NeuroChat//brain tumor/images/695.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[119, 138, 172, 187]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
85,/home/parthpk/NeuroChat//brain tumor/images/696.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[367, 116, 388, 142]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
86,/home/parthpk/NeuroChat//brain tumor/images/697.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[287, 73, 389, 167]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
87,/home/parthpk/NeuroChat//brain tumor/images/698.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[284, 65, 397, 170]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
88,/home/parthpk/NeuroChat//brain tumor/images/699.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[286, 69, 398, 169]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
89,/home/parthpk/NeuroChat//brain tumor/images/700.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[299, 80, 398, 165]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
90,/home/parthpk/NeuroChat//brain tumor/images/701.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[299, 89, 392, 166]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
91,/home/parthpk/NeuroChat//brain tumor/images/702.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[319, 105, 386, 168]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
92,/home/parthpk/NeuroChat//brain tumor/images/703.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[307, 149, 382, 231]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
93,/home/parthpk/NeuroChat//brain tumor/images/704.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[300, 146, 391, 242]","```json
{
  ""answer"": ""[135, 20, 208, 120]""
}
```",True,True,"[135, 20, 208, 120]"
94,/home/parthpk/NeuroChat//brain tumor/images/705.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[299, 144, 394, 244]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
95,/home/parthpk/NeuroChat//brain tumor/images/706.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[305, 144, 395, 246]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
96,/home/parthpk/NeuroChat//brain tumor/images/707.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[287, 148, 386, 269]","```json
{
  ""answer"": ""[100, 60, 230, 170]""
}
```",True,True,"[100, 60, 230, 170]"
97,/home/parthpk/NeuroChat//brain tumor/images/708.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[274, 160, 394, 272]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
98,/home/parthpk/NeuroChat//brain tumor/images/1791.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[194, 306, 223, 336]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
99,/home/parthpk/NeuroChat//brain tumor/images/1792.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[194, 303, 216, 325]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
100,/home/parthpk/NeuroChat//brain tumor/images/1793.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[194, 302, 223, 338]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
101,/home/parthpk/NeuroChat//brain tumor/images/1794.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[190, 307, 230, 335]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
102,/home/parthpk/NeuroChat//brain tumor/images/1795.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[190, 240, 241, 305]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
103,/home/parthpk/NeuroChat//brain tumor/images/1796.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[194, 240, 241, 306]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
104,/home/parthpk/NeuroChat//brain tumor/images/1797.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[196, 240, 236, 308]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
105,/home/parthpk/NeuroChat//brain tumor/images/1798.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[200, 242, 238, 308]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
106,/home/parthpk/NeuroChat//brain tumor/images/1799.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[198, 242, 236, 307]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
107,/home/parthpk/NeuroChat//brain tumor/images/1800.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[199, 276, 241, 303]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
108,/home/parthpk/NeuroChat//brain tumor/images/1801.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[244, 252, 275, 280]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
109,/home/parthpk/NeuroChat//brain tumor/images/1802.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[236, 241, 276, 282]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
110,/home/parthpk/NeuroChat//brain tumor/images/1803.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[236, 248, 277, 290]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
111,/home/parthpk/NeuroChat//brain tumor/images/1804.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[236, 252, 282, 286]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
112,/home/parthpk/NeuroChat//brain tumor/images/1805.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[237, 254, 273, 285]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
113,/home/parthpk/NeuroChat//brain tumor/images/1806.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[192, 296, 251, 358]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
114,/home/parthpk/NeuroChat//brain tumor/images/1807.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[193, 292, 246, 362]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
115,/home/parthpk/NeuroChat//brain tumor/images/1808.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[187, 291, 250, 370]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
116,/home/parthpk/NeuroChat//brain tumor/images/1809.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[194, 293, 244, 360]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
117,/home/parthpk/NeuroChat//brain tumor/images/1810.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[196, 294, 245, 355]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
118,/home/parthpk/NeuroChat//brain tumor/images/1811.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[193, 294, 241, 360]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
119,/home/parthpk/NeuroChat//brain tumor/images/1812.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[197, 296, 239, 356]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
120,/home/parthpk/NeuroChat//brain tumor/images/1813.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[178, 313, 227, 342]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
121,/home/parthpk/NeuroChat//brain tumor/images/1814.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[178, 310, 228, 342]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
122,/home/parthpk/NeuroChat//brain tumor/images/1815.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[172, 283, 223, 345]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
123,/home/parthpk/NeuroChat//brain tumor/images/1816.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[170, 284, 220, 342]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
124,/home/parthpk/NeuroChat//brain tumor/images/1817.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[168, 282, 218, 340]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
125,/home/parthpk/NeuroChat//brain tumor/images/1818.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[168, 280, 232, 343]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
126,/home/parthpk/NeuroChat//brain tumor/images/1819.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[208, 303, 271, 362]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
127,/home/parthpk/NeuroChat//brain tumor/images/1820.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[199, 298, 252, 346]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
128,/home/parthpk/NeuroChat//brain tumor/images/1821.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[191, 268, 230, 304]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
129,/home/parthpk/NeuroChat//brain tumor/images/1822.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[193, 292, 259, 359]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
130,/home/parthpk/NeuroChat//brain tumor/images/1823.jpg,ground,"If the tumor exists in the image, GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]
Otherwise, say 'There is no tumor in this image.'","GROUND the tumor in the image. Return the answer in form of a list [x_min, y_min, x_max, y_max]","[180, 260, 258, 357]","```json
{
  ""answer"": ""There is no tumor in this image.""
}
```",True,False,The bounding box does not exist.
