dataset_name,path,image,question_1,answer_1,question_2,answer_2,question_3,answer_3
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(17).jpg,image(17).jpg,Is there any abnormal growth in this MRI?,"Yes, this is a positive case for tumor.",What is the detected tumor type?,A glioma is present in this scan.,Identify the image orientation.,Orientation: sagittal.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(18).jpg,image(18).jpg,Does this MRI show signs of a tumor?,"Yes, this is a positive case for tumor.",What specific tumor is present here?,It is a glioma.,Which anatomical plane is used?,View type: axial.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(19).jpg,image(19).jpg,Does this brain image contain a tumor?,"Yes, tumor identified.",What kind of tumor is present in the image?,Glioma tumor is shown here.,What is the imaging perspective?,This scan uses sagittal plane.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(20).jpg,image(20).jpg,Is the scan indicating the presence of a tumor?,"Indeed, the scan shows a tumor.",Identify the tumor type in this scan.,A glioma is present in this scan.,What's the viewing angle here?,Axial plane is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(21).jpg,image(21).jpg,Can you detect any tumor in this image?,"Yes, abnormal tissue is seen.",What does the scan indicate as tumor type?,It is a glioma.,Identify the image orientation.,The image is axial.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(22).jpg,image(22).jpg,Is there any abnormal growth in this MRI?,"Yes, a tumor is present.",Can you tell the type of tumor shown?,It is a glioma.,What image type is displayed here?,Orientation: axial.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(23).jpg,image(23).jpg,Can you detect any tumor in this image?,"Confirmed, tumor is present.",What is the classification of this tumor?,A glioma is present in this scan.,What kind of image view is this?,Axial plane is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(24).jpg,image(24).jpg,Is the scan indicating the presence of a tumor?,"Confirmed, tumor is present.",What tumor subtype is this?,Glioma tumor is shown here.,What is the imaging perspective?,View type: axial.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(25).jpg,image(25).jpg,Is there a tumor visible in this scan?,"Confirmed, tumor is present.",What is the classification of this tumor?,The tumor is glioma.,Identify the image orientation.,Sagittal slice is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(26).jpg,image(26).jpg,Does this brain image contain a tumor?,"Confirmed, tumor is present.",What kind of tumor is present in the image?,It is a glioma.,In which direction is this MRI taken?,Coronal type image.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(27).jpg,image(27).jpg,Is the scan indicating the presence of a tumor?,"Yes, it looks like there is a tumor.",What kind of tumor is present in the image?,The tumor is glioma.,What's the viewing angle here?,Orientation: axial.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(28).jpg,image(28).jpg,Is this an example of a tumorous brain scan?,"Confirmed, tumor is present.",Which tumor type does this image show?,Detected tumor: glioma.,Can you name the scan view type?,Scan is from axial direction.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(29).jpg,image(29).jpg,Is the scan indicating the presence of a tumor?,"Yes, this is a positive case for tumor.",Identify the tumor type in this scan.,Glioma tumor is shown here.,In which direction is this MRI taken?,Orientation: axial.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(30).jpg,image(30).jpg,Is there a tumor visible in this scan?,"Yes, this is a positive case for tumor.",Identify the tumor type in this scan.,This scan has glioma type.,Identify the image orientation.,This is an axial view.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(31).jpg,image(31).jpg,Does this brain image contain a tumor?,A tumor can be seen clearly.,What is the classification of this tumor?,Detected tumor: glioma.,What kind of image view is this?,Coronal perspective image.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(32).jpg,image(32).jpg,Does this MRI image show a tumor?,"Yes, it looks like there is a tumor.",What kind of tumor is present in the image?,This is classified as a glioma.,What's the viewing angle here?,Scan is from axial direction.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(33).jpg,image(33).jpg,Is there any abnormal growth in this MRI?,"Yes, abnormal tissue is seen.",What kind of tumor is present in the image?,Detected tumor: glioma.,In which direction is this MRI taken?,Axial slice is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(34).jpg,image(34).jpg,Can a tumor be observed in the image?,"Yes, a tumor is present.",Specify the tumor type visible here.,The tumor is glioma.,In which direction is this MRI taken?,Axial perspective image.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(35).jpg,image(35).jpg,Is there any abnormal growth in this MRI?,A tumor is visible in the image.,What kind of tumor is present in the image?,A glioma is present in this scan.,What is the imaging perspective?,View type: axial.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(36).jpg,image(36).jpg,Is there a tumor visible in this scan?,"Indeed, the scan shows a tumor.",What kind of tumor is present in the image?,It is a glioma.,Can you name the scan view type?,View type: axial.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(37).jpg,image(37).jpg,Can you detect any tumor in this image?,"Yes, it looks like there is a tumor.",What is the classification of this tumor?,Type of tumor: glioma.,Can you name the scan view type?,Axial perspective image.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(38).jpg,image(38).jpg,Is there a tumor visible in this scan?,"Confirmed, tumor is present.",Which tumor type does this image show?,A glioma is present in this scan.,What kind of image view is this?,Scan is from axial direction.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(39).jpg,image(39).jpg,Can you detect any tumor in this image?,"Yes, abnormal tissue is seen.",What kind of tumor is present in the image?,Type of tumor: glioma.,Which anatomical plane is used?,Orientation: axial.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(40).jpg,image(40).jpg,Is there any abnormal growth in this MRI?,"Yes, it looks like there is a tumor.",Specify the tumor type visible here.,Glioma tumor is shown here.,What image type is displayed here?,This scan uses axial plane.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(41).jpg,image(41).jpg,Can a tumor be observed in the image?,A tumor can be seen clearly.,Identify the tumor type in this scan.,It is a glioma.,In which direction is this MRI taken?,Axial perspective image.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(42).jpg,image(42).jpg,Is this an example of a tumorous brain scan?,"Yes, abnormal tissue is seen.",Which tumor type does this image show?,Glioma tumor is shown here.,Which anatomical plane is used?,Axial slice is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(43).jpg,image(43).jpg,Can you detect any tumor in this image?,"Confirmed, tumor is present.",What does the scan indicate as tumor type?,This image displays a glioma tumor.,What is the imaging perspective?,The image is axial.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(44).jpg,image(44).jpg,Does this MRI show signs of a tumor?,"Yes, a tumor is present.",Identify the tumor type in this scan.,Glioma tumor is shown here.,What is the view type of this image?,Orientation: axial.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(45).jpg,image(45).jpg,Is the scan indicating the presence of a tumor?,"Yes, tumor identified.",What does the scan indicate as tumor type?,Glioma is the tumor type here.,What kind of image view is this?,Axial plane is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(46).jpg,image(46).jpg,Is this an example of a tumorous brain scan?,"Yes, abnormal tissue is seen.",Specify the tumor type visible here.,This image displays a glioma tumor.,Which plane is shown in the image?,View type: sagittal.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(47).jpg,image(47).jpg,Is this an example of a tumorous brain scan?,"Certainly, a tumor exists.",Can you tell the type of tumor shown?,The tumor is glioma.,Which plane is shown in the image?,Sagittal plane is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(48).jpg,image(48).jpg,Does this brain image contain a tumor?,"Yes, tumor identified.",What specific tumor is present here?,This is classified as a glioma.,Identify the image orientation.,This is an axial view.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(49).jpg,image(49).jpg,Can a tumor be observed in the image?,"Certainly, a tumor exists.",Which tumor type does this image show?,The tumor is glioma.,Which plane is shown in the image?,Scan is from axial direction.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(50).jpg,image(50).jpg,Is this an example of a tumorous brain scan?,"Confirmed, tumor is present.",What kind of tumor is present in the image?,This is classified as a glioma.,Which plane is shown in the image?,Axial type image.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(51).jpg,image(51).jpg,Does this MRI image show a tumor?,"Yes, it looks like there is a tumor.",What does the scan indicate as tumor type?,Glioma is the tumor type here.,What is the imaging perspective?,Axial plane is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(52).jpg,image(52).jpg,Does this brain image contain a tumor?,"Yes, abnormal tissue is seen.",Can you tell the type of tumor shown?,This is classified as a glioma.,What kind of image view is this?,Axial plane is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(53).jpg,image(53).jpg,Can a tumor be observed in the image?,"Yes, a tumor is present.",Which tumor type does this image show?,It is a glioma.,What kind of image view is this?,Axial perspective image.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(54).jpg,image(54).jpg,Is a tumor present in the scan provided?,"Yes, a tumor is present.",Specify the tumor type visible here.,Type of tumor: glioma.,Identify the image orientation.,Orientation: sagittal.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(55).jpg,image(55).jpg,Is there any abnormal growth in this MRI?,"Yes, a tumor is present.",Can you tell the type of tumor shown?,Glioma tumor is shown here.,What image type is displayed here?,This is an axial view.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(56).jpg,image(56).jpg,Can you detect any tumor in this image?,"Yes, it looks like there is a tumor.",What is the detected tumor type?,A glioma is present in this scan.,Identify the image orientation.,This scan uses axial plane.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(57).jpg,image(57).jpg,Does this brain image contain a tumor?,"Yes, this is a positive case for tumor.",Which tumor type does this image show?,Glioma is the tumor type here.,Can you name the scan view type?,The image is axial.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(58).jpg,image(58).jpg,Is a tumor present in the scan provided?,"Yes, it looks like there is a tumor.",Can you tell the type of tumor shown?,A glioma is present in this scan.,In which direction is this MRI taken?,View type: coronal.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(59).jpg,image(59).jpg,Can you detect any tumor in this image?,"Yes, tumor identified.",Identify the tumor type in this scan.,It is a glioma.,Which plane is shown in the image?,Coronal slice is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(60).jpg,image(60).jpg,Does this MRI show signs of a tumor?,"Certainly, a tumor exists.",Can you tell the type of tumor shown?,The tumor is glioma.,What's the viewing angle here?,This scan uses coronal plane.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(61).jpg,image(61).jpg,Is a tumor present in the scan provided?,"Yes, abnormal tissue is seen.",What kind of tumor is present in the image?,This is classified as a glioma.,What is the imaging perspective?,Coronal perspective image.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(62).jpg,image(62).jpg,Does this MRI show signs of a tumor?,A tumor can be seen clearly.,What is the classification of this tumor?,This image displays a glioma tumor.,What is the view type of this image?,View type: coronal.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(63).jpg,image(63).jpg,Is this an example of a tumorous brain scan?,A tumor is visible in the image.,Specify the tumor type visible here.,The tumor is glioma.,Which anatomical plane is used?,Orientation: coronal.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(64).jpg,image(64).jpg,Is there a tumor visible in this scan?,"Yes, tumor identified.",What tumor subtype is this?,Glioma is the tumor type here.,What is the imaging perspective?,Scan is from sagittal direction.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(65).jpg,image(65).jpg,Is a tumor present in the scan provided?,"Yes, abnormal tissue is seen.",Specify the tumor type visible here.,Type of tumor: glioma.,What is the imaging perspective?,Sagittal slice is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(66).jpg,image(66).jpg,Is there a tumor visible in this scan?,"Yes, it looks like there is a tumor.",What tumor subtype is this?,Type of tumor: glioma.,Can you name the scan view type?,The image is axial.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(67).jpg,image(67).jpg,Is there any abnormal growth in this MRI?,A tumor is visible in the image.,What tumor subtype is this?,Glioma tumor is shown here.,Which plane is shown in the image?,Axial type image.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(68).jpg,image(68).jpg,Does this MRI show signs of a tumor?,"Confirmed, tumor is present.",Specify the tumor type visible here.,Glioma is the tumor type here.,In which direction is this MRI taken?,Coronal type image.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(69).jpg,image(69).jpg,Is the scan indicating the presence of a tumor?,"Indeed, the scan shows a tumor.",Specify the tumor type visible here.,Detected tumor: glioma.,What is the imaging perspective?,This scan uses coronal plane.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(70).jpg,image(70).jpg,Is a tumor present in the scan provided?,"Yes, abnormal tissue is seen.",What specific tumor is present here?,This is classified as a glioma.,In which direction is this MRI taken?,Coronal plane is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(71).jpg,image(71).jpg,Does this MRI image show a tumor?,"Yes, this is a positive case for tumor.",What tumor subtype is this?,Type of tumor: glioma.,In which direction is this MRI taken?,Scan is from coronal direction.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(72).jpg,image(72).jpg,Is there any abnormal growth in this MRI?,"Certainly, a tumor exists.",Identify the tumor type in this scan.,This image displays a glioma tumor.,Can you name the scan view type?,This is a coronal view.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(73).jpg,image(73).jpg,Is a tumor present in the scan provided?,A tumor can be seen clearly.,What is the classification of this tumor?,This is classified as a glioma.,What's the viewing angle here?,View type: coronal.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(74).jpg,image(74).jpg,Is there any abnormal growth in this MRI?,A tumor can be seen clearly.,Which tumor type does this image show?,This is classified as a glioma.,In which direction is this MRI taken?,Axial slice is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(75).jpg,image(75).jpg,Is a tumor present in the scan provided?,A tumor is visible in the image.,What is the detected tumor type?,This image displays a glioma tumor.,Identify the image orientation.,Axial type image.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(76).jpg,image(76).jpg,Is this an example of a tumorous brain scan?,A tumor can be seen clearly.,Can you tell the type of tumor shown?,It is a glioma.,Which plane is shown in the image?,Orientation: axial.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(77).jpg,image(77).jpg,Is the scan indicating the presence of a tumor?,A tumor is visible in the image.,Can you tell the type of tumor shown?,Glioma tumor is shown here.,Can you name the scan view type?,The image is axial.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(78).jpg,image(78).jpg,Does this brain image contain a tumor?,A tumor is visible in the image.,What does the scan indicate as tumor type?,Glioma tumor is shown here.,Identify the image orientation.,This scan uses axial plane.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(79).jpg,image(79).jpg,Is there any abnormal growth in this MRI?,"Indeed, the scan shows a tumor.",What does the scan indicate as tumor type?,The tumor is glioma.,What image type is displayed here?,View type: axial.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(80).jpg,image(80).jpg,Is there any abnormal growth in this MRI?,"Yes, it looks like there is a tumor.",Identify the tumor type in this scan.,The tumor is glioma.,Identify the image orientation.,Axial plane is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(81).jpg,image(81).jpg,Can you detect any tumor in this image?,"Yes, abnormal tissue is seen.",Which tumor type does this image show?,Detected tumor: glioma.,What image type is displayed here?,Axial plane is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(82).jpg,image(82).jpg,Can you detect any tumor in this image?,"Yes, abnormal tissue is seen.",Can you tell the type of tumor shown?,The tumor is glioma.,In which direction is this MRI taken?,Scan is from axial direction.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(83).jpg,image(83).jpg,Does this MRI image show a tumor?,"Certainly, a tumor exists.",Identify the tumor type in this scan.,This image displays a glioma tumor.,Can you name the scan view type?,View type: axial.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(84).jpg,image(84).jpg,Is there a tumor visible in this scan?,A tumor is visible in the image.,What does the scan indicate as tumor type?,This is classified as a glioma.,What kind of image view is this?,This is an axial view.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(85).jpg,image(85).jpg,Is there any abnormal growth in this MRI?,"Yes, this is a positive case for tumor.",What kind of tumor is present in the image?,Glioma is the tumor type here.,What image type is displayed here?,Axial plane is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(86).jpg,image(86).jpg,Is there a tumor visible in this scan?,"Yes, it looks like there is a tumor.",Identify the tumor type in this scan.,This image displays a glioma tumor.,Which anatomical plane is used?,The image is axial.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(87).jpg,image(87).jpg,Is this an example of a tumorous brain scan?,"Yes, it looks like there is a tumor.",Specify the tumor type visible here.,This scan has glioma type.,What's the viewing angle here?,The image is axial.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(88).jpg,image(88).jpg,Is there a tumor visible in this scan?,"Yes, it looks like there is a tumor.",What tumor subtype is this?,A glioma is present in this scan.,What is the imaging perspective?,View type: axial.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(89).jpg,image(89).jpg,Is there a tumor visible in this scan?,A tumor is visible in the image.,What specific tumor is present here?,Detected tumor: glioma.,What kind of image view is this?,This is an axial view.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(90).jpg,image(90).jpg,Is the scan indicating the presence of a tumor?,"Yes, tumor identified.",What specific tumor is present here?,Glioma is the tumor type here.,Which plane is shown in the image?,This scan uses coronal plane.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(91).jpg,image(91).jpg,Does this MRI show signs of a tumor?,"Yes, abnormal tissue is seen.",What specific tumor is present here?,It is a glioma.,What kind of image view is this?,Sagittal type image.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(92).jpg,image(92).jpg,Is the scan indicating the presence of a tumor?,"Yes, abnormal tissue is seen.",What is the detected tumor type?,This image displays a glioma tumor.,Which anatomical plane is used?,Axial plane is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(93).jpg,image(93).jpg,Can you detect any tumor in this image?,"Yes, abnormal tissue is seen.",Which tumor type does this image show?,Detected tumor: glioma.,Identify the image orientation.,Axial plane is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(94).jpg,image(94).jpg,Does this brain image contain a tumor?,"Yes, a tumor is present.",What specific tumor is present here?,This image displays a glioma tumor.,Which plane is shown in the image?,Orientation: axial.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(95).jpg,image(95).jpg,Is this an example of a tumorous brain scan?,"Indeed, the scan shows a tumor.",Can you tell the type of tumor shown?,Detected tumor: glioma.,Which plane is shown in the image?,Axial perspective image.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(97).jpg,image(97).jpg,Does this MRI show signs of a tumor?,A tumor is visible in the image.,What does the scan indicate as tumor type?,Glioma is the tumor type here.,What is the imaging perspective?,Coronal plane is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(98).jpg,image(98).jpg,Is there a tumor visible in this scan?,"Confirmed, tumor is present.",Which tumor type does this image show?,This scan has glioma type.,In which direction is this MRI taken?,Axial perspective image.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(99).jpg,image(99).jpg,Does this MRI show signs of a tumor?,"Yes, it looks like there is a tumor.",Can you tell the type of tumor shown?,This is classified as a glioma.,Identify the image orientation.,The image is axial.
Brain Tumor MRI,Brain Tumor MRI/Test/glioma_tumor/image(100).jpg,image(100).jpg,Does this MRI show signs of a tumor?,"Yes, a tumor is present.",Identify the tumor type in this scan.,This is classified as a glioma.,Identify the image orientation.,View type: axial.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(0).jpg,image(0).jpg,Does this MRI show signs of a tumor?,"Yes, tumor identified.",What is the detected tumor type?,Meningioma is the tumor type here.,Identify the image orientation.,This scan uses axial plane.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(1).jpg,image(1).jpg,Is there a tumor visible in this scan?,"Yes, tumor identified.",Which tumor type does this image show?,A meningioma is present in this scan.,What is the imaging perspective?,Scan is from coronal direction.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(2).jpg,image(2).jpg,Can you detect any tumor in this image?,A tumor is visible in the image.,What tumor subtype is this?,Meningioma tumor is shown here.,What's the viewing angle here?,Scan is from axial direction.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(3).jpg,image(3).jpg,Is this an example of a tumorous brain scan?,"Yes, abnormal tissue is seen.",Can you tell the type of tumor shown?,Detected tumor: meningioma.,What image type is displayed here?,This is an axial view.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(4).jpg,image(4).jpg,Can you detect any tumor in this image?,"Certainly, a tumor exists.",Which tumor type does this image show?,It is a meningioma.,In which direction is this MRI taken?,Axial perspective image.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(5).jpg,image(5).jpg,Is this an example of a tumorous brain scan?,"Yes, tumor identified.",Identify the tumor type in this scan.,Meningioma is the tumor type here.,Identify the image orientation.,The image is axial.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(6).jpg,image(6).jpg,Is there a tumor visible in this scan?,"Yes, this is a positive case for tumor.",What is the detected tumor type?,Meningioma tumor is shown here.,What's the viewing angle here?,Axial slice is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(7).jpg,image(7).jpg,Is a tumor present in the scan provided?,"Yes, abnormal tissue is seen.",What does the scan indicate as tumor type?,This is classified as a meningioma.,Identify the image orientation.,Axial type image.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(8).jpg,image(8).jpg,Is a tumor present in the scan provided?,"Certainly, a tumor exists.",What is the classification of this tumor?,Meningioma tumor is shown here.,What image type is displayed here?,Axial perspective image.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(9).jpg,image(9).jpg,Is a tumor present in the scan provided?,"Yes, tumor identified.",Can you tell the type of tumor shown?,This scan has meningioma type.,What image type is displayed here?,This scan uses axial plane.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(10).jpg,image(10).jpg,Does this brain image contain a tumor?,"Indeed, the scan shows a tumor.",What specific tumor is present here?,Meningioma is the tumor type here.,What is the view type of this image?,This is an axial view.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(11).jpg,image(11).jpg,Is there any abnormal growth in this MRI?,A tumor is visible in the image.,Which tumor type does this image show?,This image displays a meningioma tumor.,Which anatomical plane is used?,Scan is from coronal direction.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(12).jpg,image(12).jpg,Does this brain image contain a tumor?,A tumor is visible in the image.,What is the classification of this tumor?,Meningioma tumor is shown here.,What image type is displayed here?,This is an axial view.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(13).jpg,image(13).jpg,Is there a tumor visible in this scan?,"Confirmed, tumor is present.",Identify the tumor type in this scan.,Detected tumor: meningioma.,What is the imaging perspective?,This scan uses axial plane.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(14).jpg,image(14).jpg,Does this MRI image show a tumor?,"Indeed, the scan shows a tumor.",What is the classification of this tumor?,The tumor is meningioma.,What kind of image view is this?,Coronal plane is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(15).jpg,image(15).jpg,Does this brain image contain a tumor?,"Confirmed, tumor is present.",Can you tell the type of tumor shown?,Meningioma tumor is shown here.,What is the view type of this image?,This scan uses coronal plane.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(16).jpg,image(16).jpg,Is the scan indicating the presence of a tumor?,A tumor can be seen clearly.,What does the scan indicate as tumor type?,This scan has meningioma type.,What kind of image view is this?,Coronal plane is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(17).jpg,image(17).jpg,Does this MRI show signs of a tumor?,"Confirmed, tumor is present.",What is the detected tumor type?,This scan has meningioma type.,What is the imaging perspective?,Scan is from axial direction.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(18).jpg,image(18).jpg,Can you detect any tumor in this image?,"Certainly, a tumor exists.",What specific tumor is present here?,This scan has meningioma type.,Which plane is shown in the image?,Sagittal slice is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(19).jpg,image(19).jpg,Is a tumor present in the scan provided?,A tumor is visible in the image.,What specific tumor is present here?,A meningioma is present in this scan.,What's the viewing angle here?,Orientation: axial.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(20).jpg,image(20).jpg,Is this an example of a tumorous brain scan?,"Certainly, a tumor exists.",What tumor subtype is this?,This is classified as a meningioma.,Identify the image orientation.,Axial type image.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(21).jpg,image(21).jpg,Does this brain image contain a tumor?,"Yes, it looks like there is a tumor.",What kind of tumor is present in the image?,Type of tumor: meningioma.,In which direction is this MRI taken?,The image is coronal.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(22).jpg,image(22).jpg,Does this MRI show signs of a tumor?,A tumor can be seen clearly.,Can you tell the type of tumor shown?,The tumor is meningioma.,What is the imaging perspective?,The image is axial.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(23).jpg,image(23).jpg,Is a tumor present in the scan provided?,A tumor is visible in the image.,Can you tell the type of tumor shown?,It is a meningioma.,What's the viewing angle here?,Sagittal plane is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(24).jpg,image(24).jpg,Is the scan indicating the presence of a tumor?,"Certainly, a tumor exists.",What kind of tumor is present in the image?,Meningioma is the tumor type here.,In which direction is this MRI taken?,This scan uses axial plane.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(25).jpg,image(25).jpg,Does this MRI show signs of a tumor?,"Indeed, the scan shows a tumor.",What does the scan indicate as tumor type?,Meningioma tumor is shown here.,What is the view type of this image?,The image is axial.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(26).jpg,image(26).jpg,Can you detect any tumor in this image?,"Indeed, the scan shows a tumor.",What is the detected tumor type?,It is a meningioma.,Can you name the scan view type?,Axial type image.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(27).jpg,image(27).jpg,Does this MRI image show a tumor?,"Yes, tumor identified.",Which tumor type does this image show?,Meningioma tumor is shown here.,Which anatomical plane is used?,Axial slice is shown.
Brain Tumor MRI,Brain Tumor MRI/Test/meningioma_tumor/image(28).jpg,image(28).jpg,Is a tumor present in the scan provided?,"Yes, tumor identified.",What specific tumor is present here?,It is a meningioma.,What kind of image view is this?,Axial plane is shown.
