dataset_name,path,image,question_1,answer_1,question_2,answer_2,question_3,answer_3
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0198.jpg,Te-no_0198.jpg,Is there a tumor visible in this scan?,No growth is present.,What is the detected tumor type?,No tumor present.,Which anatomical plane is used?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0199.jpg,Te-no_0199.jpg,Does this brain image contain a tumor?,No growth is present.,Identify the tumor type in this scan.,No tumor present.,Can you name the scan view type?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0200.jpg,Te-no_0200.jpg,Does this MRI image show a tumor?,The scan appears normal.,Identify the tumor type in this scan.,No tumor present.,What is the view type of this image?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0201.jpg,Te-no_0201.jpg,Is a tumor present in the scan provided?,"No, there is no tumor present.",What tumor subtype is this?,No tumor present.,Which anatomical plane is used?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0202.jpg,Te-no_0202.jpg,Is the scan indicating the presence of a tumor?,No growth is present.,What specific tumor is present here?,No tumor present.,What image type is displayed here?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0203.jpg,Te-no_0203.jpg,Does this brain image contain a tumor?,The image is tumor-free.,What is the classification of this tumor?,No tumor present.,In which direction is this MRI taken?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0204.jpg,Te-no_0204.jpg,Can a tumor be observed in the image?,No indication of tumor.,Identify the tumor type in this scan.,No tumor present.,What is the view type of this image?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0205.jpg,Te-no_0205.jpg,Is there a tumor visible in this scan?,No growth is present.,Can you tell the type of tumor shown?,No tumor present.,What image type is displayed here?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0206.jpg,Te-no_0206.jpg,Is the scan indicating the presence of a tumor?,The scan appears normal.,What is the classification of this tumor?,No tumor present.,What is the view type of this image?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0207.jpg,Te-no_0207.jpg,Is this an example of a tumorous brain scan?,"No, there is no tumor present.",What does the scan indicate as tumor type?,No tumor present.,Can you name the scan view type?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0208.jpg,Te-no_0208.jpg,Can you detect any tumor in this image?,There’s no abnormality in the image.,What specific tumor is present here?,No tumor present.,Which plane is shown in the image?,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0209.jpg,Te-no_0209.jpg,Does this MRI show signs of a tumor?,No growth is present.,Can you tell the type of tumor shown?,No tumor present.,Identify the image orientation.,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0210.jpg,Te-no_0210.jpg,Is a tumor present in the scan provided?,"No, there is no tumor present.",What is the classification of this tumor?,No tumor present.,What is the imaging perspective?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0211.jpg,Te-no_0211.jpg,Can you detect any tumor in this image?,No growth is present.,Specify the tumor type visible here.,No tumor present.,Which anatomical plane is used?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0212.jpg,Te-no_0212.jpg,Can you detect any tumor in this image?,No tumor is detected here.,Can you tell the type of tumor shown?,No tumor present.,What's the viewing angle here?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0213.jpg,Te-no_0213.jpg,Does this MRI image show a tumor?,The scan appears normal.,What specific tumor is present here?,No tumor present.,Identify the image orientation.,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0214.jpg,Te-no_0214.jpg,Is this an example of a tumorous brain scan?,The scan appears normal.,What tumor subtype is this?,No tumor present.,What is the imaging perspective?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0215.jpg,Te-no_0215.jpg,Can a tumor be observed in the image?,The image is tumor-free.,What tumor subtype is this?,No tumor present.,Which plane is shown in the image?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0216.jpg,Te-no_0216.jpg,Is there a tumor visible in this scan?,No tumor is detected here.,What is the classification of this tumor?,No tumor present.,Which plane is shown in the image?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0217.jpg,Te-no_0217.jpg,Is there any abnormal growth in this MRI?,No indication of tumor.,Can you tell the type of tumor shown?,No tumor present.,What kind of image view is this?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0218.jpg,Te-no_0218.jpg,Is the scan indicating the presence of a tumor?,No tumor can be seen.,What does the scan indicate as tumor type?,No tumor present.,What is the imaging perspective?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0219.jpg,Te-no_0219.jpg,Does this MRI show signs of a tumor?,"No, there is no tumor present.",What is the classification of this tumor?,No tumor present.,What kind of image view is this?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0220.jpg,Te-no_0220.jpg,Does this brain image contain a tumor?,No growth is present.,What tumor subtype is this?,No tumor present.,Can you name the scan view type?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0221.jpg,Te-no_0221.jpg,Does this MRI show signs of a tumor?,No indication of tumor.,Which tumor type does this image show?,No tumor present.,Which plane is shown in the image?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0222.jpg,Te-no_0222.jpg,Does this MRI image show a tumor?,No tumor can be seen.,What kind of tumor is present in the image?,No tumor present.,Which plane is shown in the image?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0223.jpg,Te-no_0223.jpg,Is a tumor present in the scan provided?,The scan appears normal.,What is the classification of this tumor?,No tumor present.,Can you name the scan view type?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0224.jpg,Te-no_0224.jpg,Is there any abnormal growth in this MRI?,No indication of tumor.,Which tumor type does this image show?,No tumor present.,What image type is displayed here?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0225.jpg,Te-no_0225.jpg,Is a tumor present in the scan provided?,"No, there is no tumor present.",What tumor subtype is this?,No tumor present.,What is the imaging perspective?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0226.jpg,Te-no_0226.jpg,Can a tumor be observed in the image?,Tumor not found in this image.,What does the scan indicate as tumor type?,No tumor present.,In which direction is this MRI taken?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0227.jpg,Te-no_0227.jpg,Does this brain image contain a tumor?,The image is tumor-free.,What specific tumor is present here?,No tumor present.,Identify the image orientation.,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0228.jpg,Te-no_0228.jpg,Can you detect any tumor in this image?,There’s no abnormality in the image.,What specific tumor is present here?,No tumor present.,Identify the image orientation.,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0229.jpg,Te-no_0229.jpg,Does this MRI show signs of a tumor?,No indication of tumor.,What does the scan indicate as tumor type?,No tumor present.,What is the view type of this image?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0230.jpg,Te-no_0230.jpg,Does this brain image contain a tumor?,There’s no abnormality in the image.,What does the scan indicate as tumor type?,No tumor present.,Can you name the scan view type?,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0231.jpg,Te-no_0231.jpg,Can you detect any tumor in this image?,The image does not show a tumor.,What tumor subtype is this?,No tumor present.,What is the imaging perspective?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0232.jpg,Te-no_0232.jpg,Can a tumor be observed in the image?,The image is tumor-free.,What does the scan indicate as tumor type?,No tumor present.,What is the view type of this image?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0233.jpg,Te-no_0233.jpg,Is there any abnormal growth in this MRI?,The image does not show a tumor.,Which tumor type does this image show?,No tumor present.,What's the viewing angle here?,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0234.jpg,Te-no_0234.jpg,Does this MRI image show a tumor?,Tumor not found in this image.,What specific tumor is present here?,No tumor present.,Identify the image orientation.,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0235.jpg,Te-no_0235.jpg,Is this an example of a tumorous brain scan?,The scan appears normal.,What tumor subtype is this?,No tumor present.,What is the imaging perspective?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0236.jpg,Te-no_0236.jpg,Can you detect any tumor in this image?,No tumor can be seen.,What is the classification of this tumor?,No tumor present.,In which direction is this MRI taken?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0237.jpg,Te-no_0237.jpg,Is this an example of a tumorous brain scan?,No indication of tumor.,Which tumor type does this image show?,No tumor present.,Which anatomical plane is used?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0238.jpg,Te-no_0238.jpg,Is there any abnormal growth in this MRI?,No tumor can be seen.,What kind of tumor is present in the image?,No tumor present.,What is the imaging perspective?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0239.jpg,Te-no_0239.jpg,Can a tumor be observed in the image?,"No, there is no tumor present.",What kind of tumor is present in the image?,No tumor present.,What is the imaging perspective?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0240.jpg,Te-no_0240.jpg,Is there any abnormal growth in this MRI?,The scan appears normal.,What tumor subtype is this?,No tumor present.,Which plane is shown in the image?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0241.jpg,Te-no_0241.jpg,Does this brain image contain a tumor?,"No, there is no tumor present.",Which tumor type does this image show?,No tumor present.,What image type is displayed here?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0242.jpg,Te-no_0242.jpg,Can you detect any tumor in this image?,The scan appears normal.,Which tumor type does this image show?,No tumor present.,Which plane is shown in the image?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0243.jpg,Te-no_0243.jpg,Does this MRI show signs of a tumor?,There’s no abnormality in the image.,What specific tumor is present here?,No tumor present.,In which direction is this MRI taken?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0244.jpg,Te-no_0244.jpg,Is there any abnormal growth in this MRI?,The image does not show a tumor.,Identify the tumor type in this scan.,No tumor present.,Identify the image orientation.,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0245.jpg,Te-no_0245.jpg,Is the scan indicating the presence of a tumor?,The scan appears normal.,Specify the tumor type visible here.,No tumor present.,In which direction is this MRI taken?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0246.jpg,Te-no_0246.jpg,Is the scan indicating the presence of a tumor?,Tumor not found in this image.,What kind of tumor is present in the image?,No tumor present.,What is the imaging perspective?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0247.jpg,Te-no_0247.jpg,Is the scan indicating the presence of a tumor?,The scan appears normal.,Which tumor type does this image show?,No tumor present.,Which plane is shown in the image?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0248.jpg,Te-no_0248.jpg,Is the scan indicating the presence of a tumor?,No indication of tumor.,What is the classification of this tumor?,No tumor present.,What image type is displayed here?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0249.jpg,Te-no_0249.jpg,Does this MRI show signs of a tumor?,No growth is present.,What kind of tumor is present in the image?,No tumor present.,What's the viewing angle here?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0250.jpg,Te-no_0250.jpg,Can a tumor be observed in the image?,"No, there is no tumor present.",What specific tumor is present here?,No tumor present.,Which anatomical plane is used?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0251.jpg,Te-no_0251.jpg,Is there a tumor visible in this scan?,No indication of tumor.,What kind of tumor is present in the image?,No tumor present.,Which plane is shown in the image?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0252.jpg,Te-no_0252.jpg,Is there a tumor visible in this scan?,No indication of tumor.,Specify the tumor type visible here.,No tumor present.,What is the view type of this image?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0253.jpg,Te-no_0253.jpg,Is there a tumor visible in this scan?,No growth is present.,What is the detected tumor type?,No tumor present.,In which direction is this MRI taken?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0254.jpg,Te-no_0254.jpg,Is a tumor present in the scan provided?,No indication of tumor.,What is the detected tumor type?,No tumor present.,What is the view type of this image?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0255.jpg,Te-no_0255.jpg,Is a tumor present in the scan provided?,There’s no abnormality in the image.,Specify the tumor type visible here.,No tumor present.,Can you name the scan view type?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0256.jpg,Te-no_0256.jpg,Does this MRI show signs of a tumor?,No indication of tumor.,Specify the tumor type visible here.,No tumor present.,In which direction is this MRI taken?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0257.jpg,Te-no_0257.jpg,Can a tumor be observed in the image?,The image does not show a tumor.,What kind of tumor is present in the image?,No tumor present.,What is the imaging perspective?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0258.jpg,Te-no_0258.jpg,Does this brain image contain a tumor?,The image does not show a tumor.,What does the scan indicate as tumor type?,No tumor present.,In which direction is this MRI taken?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0259.jpg,Te-no_0259.jpg,Is a tumor present in the scan provided?,No tumor is detected here.,What specific tumor is present here?,No tumor present.,What is the imaging perspective?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0260.jpg,Te-no_0260.jpg,Does this brain image contain a tumor?,No growth is present.,What tumor subtype is this?,No tumor present.,What image type is displayed here?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0261.jpg,Te-no_0261.jpg,Does this brain image contain a tumor?,The scan appears normal.,What kind of tumor is present in the image?,No tumor present.,What kind of image view is this?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0262.jpg,Te-no_0262.jpg,Is a tumor present in the scan provided?,There’s no abnormality in the image.,Can you tell the type of tumor shown?,No tumor present.,What kind of image view is this?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0263.jpg,Te-no_0263.jpg,Can you detect any tumor in this image?,No growth is present.,Can you tell the type of tumor shown?,No tumor present.,In which direction is this MRI taken?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0264.jpg,Te-no_0264.jpg,Does this MRI show signs of a tumor?,No indication of tumor.,What specific tumor is present here?,No tumor present.,What is the view type of this image?,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0265.jpg,Te-no_0265.jpg,Does this brain image contain a tumor?,No tumor is detected here.,What specific tumor is present here?,No tumor present.,What image type is displayed here?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0266.jpg,Te-no_0266.jpg,Does this MRI show signs of a tumor?,Tumor not found in this image.,What kind of tumor is present in the image?,No tumor present.,Can you name the scan view type?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0267.jpg,Te-no_0267.jpg,Is there a tumor visible in this scan?,The scan appears normal.,What is the classification of this tumor?,No tumor present.,What kind of image view is this?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0268.jpg,Te-no_0268.jpg,Can you detect any tumor in this image?,The scan appears normal.,What tumor subtype is this?,No tumor present.,Identify the image orientation.,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0269.jpg,Te-no_0269.jpg,Is a tumor present in the scan provided?,The scan appears normal.,What is the detected tumor type?,No tumor present.,What is the view type of this image?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0270.jpg,Te-no_0270.jpg,Is this an example of a tumorous brain scan?,There’s no abnormality in the image.,What is the detected tumor type?,No tumor present.,What image type is displayed here?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0271.jpg,Te-no_0271.jpg,Is a tumor present in the scan provided?,The scan appears normal.,Specify the tumor type visible here.,No tumor present.,What is the imaging perspective?,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0272.jpg,Te-no_0272.jpg,Does this MRI show signs of a tumor?,There’s no abnormality in the image.,Specify the tumor type visible here.,No tumor present.,Identify the image orientation.,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0273.jpg,Te-no_0273.jpg,Is there a tumor visible in this scan?,The image is tumor-free.,Can you tell the type of tumor shown?,No tumor present.,Which plane is shown in the image?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0274.jpg,Te-no_0274.jpg,Is there any abnormal growth in this MRI?,The image does not show a tumor.,What tumor subtype is this?,No tumor present.,What is the imaging perspective?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0275.jpg,Te-no_0275.jpg,Is there a tumor visible in this scan?,No tumor can be seen.,Specify the tumor type visible here.,No tumor present.,Which plane is shown in the image?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0276.jpg,Te-no_0276.jpg,Does this MRI image show a tumor?,Tumor not found in this image.,Identify the tumor type in this scan.,No tumor present.,What's the viewing angle here?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0277.jpg,Te-no_0277.jpg,Is the scan indicating the presence of a tumor?,The image is tumor-free.,What is the classification of this tumor?,No tumor present.,What's the viewing angle here?,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0278.jpg,Te-no_0278.jpg,Is a tumor present in the scan provided?,Tumor not found in this image.,Identify the tumor type in this scan.,No tumor present.,Which anatomical plane is used?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0279.jpg,Te-no_0279.jpg,Is there any abnormal growth in this MRI?,The scan appears normal.,What is the detected tumor type?,No tumor present.,Which plane is shown in the image?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0280.jpg,Te-no_0280.jpg,Is there a tumor visible in this scan?,No tumor is detected here.,What kind of tumor is present in the image?,No tumor present.,What is the view type of this image?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0281.jpg,Te-no_0281.jpg,Is there a tumor visible in this scan?,No tumor can be seen.,Which tumor type does this image show?,No tumor present.,What's the viewing angle here?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0282.jpg,Te-no_0282.jpg,Does this brain image contain a tumor?,"No, there is no tumor present.",What does the scan indicate as tumor type?,No tumor present.,Which plane is shown in the image?,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0283.jpg,Te-no_0283.jpg,Is the scan indicating the presence of a tumor?,The image is tumor-free.,Specify the tumor type visible here.,No tumor present.,What is the view type of this image?,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0284.jpg,Te-no_0284.jpg,Is this an example of a tumorous brain scan?,No growth is present.,Specify the tumor type visible here.,No tumor present.,What image type is displayed here?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0285.jpg,Te-no_0285.jpg,Is there any abnormal growth in this MRI?,The scan appears normal.,What is the classification of this tumor?,No tumor present.,What's the viewing angle here?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0286.jpg,Te-no_0286.jpg,Does this MRI show signs of a tumor?,"No, there is no tumor present.",What does the scan indicate as tumor type?,No tumor present.,What is the imaging perspective?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0287.jpg,Te-no_0287.jpg,Is a tumor present in the scan provided?,No indication of tumor.,What specific tumor is present here?,No tumor present.,Which plane is shown in the image?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0288.jpg,Te-no_0288.jpg,Can a tumor be observed in the image?,The scan appears normal.,What is the detected tumor type?,No tumor present.,What image type is displayed here?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0289.jpg,Te-no_0289.jpg,Can a tumor be observed in the image?,"No, there is no tumor present.",What is the detected tumor type?,No tumor present.,What is the imaging perspective?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0290.jpg,Te-no_0290.jpg,Does this MRI image show a tumor?,Tumor not found in this image.,What tumor subtype is this?,No tumor present.,What is the imaging perspective?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0291.jpg,Te-no_0291.jpg,Is a tumor present in the scan provided?,No indication of tumor.,What tumor subtype is this?,No tumor present.,What's the viewing angle here?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0292.jpg,Te-no_0292.jpg,Does this MRI show signs of a tumor?,No growth is present.,What kind of tumor is present in the image?,No tumor present.,Which plane is shown in the image?,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0293.jpg,Te-no_0293.jpg,Is this an example of a tumorous brain scan?,Tumor not found in this image.,Can you tell the type of tumor shown?,No tumor present.,Identify the image orientation.,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0294.jpg,Te-no_0294.jpg,Does this MRI image show a tumor?,There’s no abnormality in the image.,What is the classification of this tumor?,No tumor present.,What is the imaging perspective?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0295.jpg,Te-no_0295.jpg,Can a tumor be observed in the image?,"No, there is no tumor present.",What does the scan indicate as tumor type?,No tumor present.,What kind of image view is this?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0296.jpg,Te-no_0296.jpg,Does this brain image contain a tumor?,The image is tumor-free.,Specify the tumor type visible here.,No tumor present.,Which anatomical plane is used?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0297.jpg,Te-no_0297.jpg,Does this MRI show signs of a tumor?,No tumor is detected here.,Which tumor type does this image show?,No tumor present.,What kind of image view is this?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0298.jpg,Te-no_0298.jpg,Is there any abnormal growth in this MRI?,No tumor can be seen.,Identify the tumor type in this scan.,No tumor present.,What is the view type of this image?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0299.jpg,Te-no_0299.jpg,Does this brain image contain a tumor?,"No, there is no tumor present.",What is the detected tumor type?,No tumor present.,What kind of image view is this?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0300.jpg,Te-no_0300.jpg,Does this brain image contain a tumor?,The image is tumor-free.,What kind of tumor is present in the image?,No tumor present.,What kind of image view is this?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0301.jpg,Te-no_0301.jpg,Can a tumor be observed in the image?,The image does not show a tumor.,What tumor subtype is this?,No tumor present.,What image type is displayed here?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0302.jpg,Te-no_0302.jpg,Does this MRI show signs of a tumor?,No tumor can be seen.,Which tumor type does this image show?,No tumor present.,Which anatomical plane is used?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0303.jpg,Te-no_0303.jpg,Is there a tumor visible in this scan?,"No, there is no tumor present.",Can you tell the type of tumor shown?,No tumor present.,What is the view type of this image?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0304.jpg,Te-no_0304.jpg,Is there a tumor visible in this scan?,The image does not show a tumor.,Can you tell the type of tumor shown?,No tumor present.,Identify the image orientation.,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0305.jpg,Te-no_0305.jpg,Is the scan indicating the presence of a tumor?,Tumor not found in this image.,What specific tumor is present here?,No tumor present.,Identify the image orientation.,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0306.jpg,Te-no_0306.jpg,Is there a tumor visible in this scan?,Tumor not found in this image.,Identify the tumor type in this scan.,No tumor present.,Identify the image orientation.,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0307.jpg,Te-no_0307.jpg,Is there any abnormal growth in this MRI?,There’s no abnormality in the image.,What tumor subtype is this?,No tumor present.,What image type is displayed here?,The image is axial.
