id,image_path,question_type,question_prompt,gt_question,gt_answer,model_output
2436,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0116.jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,View type: axial.,"```json
{
  ""answer"": ""Axial""
}
```"
2437,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0117.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI show signs of a tumor?,Does this MRI show signs of a tumor?,"Indeed, the scan shows a tumor.","```json
{
  ""answer"": ""Yes""
}
```"
2438,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0117.jpg,tumor_type,Provide short and direct answer for the user's question.What tumor subtype is this?,What tumor subtype is this?,Detected tumor: meningioma.,"```json
{
  ""answer"": ""Glioblastoma""
}
```"
2439,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0117.jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,Orientation: axial.,"```json
{
  ""answer"": ""axial""
}
```"
2440,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0118.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI show signs of a tumor?,Does this MRI show signs of a tumor?,"Yes, a tumor is present.","```json
{
  ""answer"": ""No""
}
```"
2441,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0118.jpg,tumor_type,Provide short and direct answer for the user's question.Can you tell the type of tumor shown?,Can you tell the type of tumor shown?,Meningioma is the tumor type here.,"```json
{
  ""answer"": ""The image shows a mass in the brain, but the specific type of tumor cannot be determined from this image alone. A detailed analysis by a medical professional is required for a definitive diagnosis.""
}
```"
2442,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0118.jpg,image_type,Provide short and direct answer for the user's question.Which plane is shown in the image?,Which plane is shown in the image?,Axial plane is shown.,"```json
{
  ""answer"": ""Axial""
}
```"
2443,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0119.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI show signs of a tumor?,Does this MRI show signs of a tumor?,"Yes, tumor identified.","```json
{
  ""answer"": ""Yes""
}
```"
2444,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0119.jpg,tumor_type,Provide short and direct answer for the user's question.What does the scan indicate as tumor type?,What does the scan indicate as tumor type?,The tumor is meningioma.,"```json
{
  ""answer"": ""The scan indicates a tumor type that appears to be a glioma, specifically a high-grade glioma, based on the contrast enhancement and the location within the brain.""
}
```"
2445,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0119.jpg,image_type,Provide short and direct answer for the user's question.Identify the image orientation.,Identify the image orientation.,This scan uses axial plane.,"```json
{
  ""answer"": ""The image is in the axial orientation.""
}
```"
2446,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0120.jpg,tumor_presence,Provide short and direct answer for the user's question.Is there a tumor visible in this scan?,Is there a tumor visible in this scan?,"Certainly, a tumor exists.","```json
{
  ""answer"": ""No""
}
```"
2447,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0120.jpg,tumor_type,Provide short and direct answer for the user's question.What is the detected tumor type?,What is the detected tumor type?,Meningioma is the tumor type here.,"```json
{
  ""answer"": ""glioblastoma""
}
```"
2448,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0120.jpg,image_type,Provide short and direct answer for the user's question.In which direction is this MRI taken?,In which direction is this MRI taken?,Axial perspective image.,"```json
{
  ""answer"": ""Coronal""
}
```"
2449,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0121.jpg,tumor_presence,Provide short and direct answer for the user's question.Can you detect any tumor in this image?,Can you detect any tumor in this image?,"Certainly, a tumor exists.","```json
{
  ""answer"": ""No""
}
```"
2450,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0121.jpg,tumor_type,Provide short and direct answer for the user's question.What does the scan indicate as tumor type?,What does the scan indicate as tumor type?,Detected tumor: meningioma.,"```json
{
  ""answer"": ""The scan indicates a tumor type that appears to be a glioma, specifically a high-grade glioma, based on the heterogeneous signal intensity and mass effect on the surrounding brain tissue.""
}
```"
2451,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0121.jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,Axial perspective image.,"```json
{
  ""answer"": ""Axial""
}
```"
2452,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0122.jpg,tumor_presence,Provide short and direct answer for the user's question.Can you detect any tumor in this image?,Can you detect any tumor in this image?,"Certainly, a tumor exists.","```json
{
  ""answer"": ""No""
}
```"
2453,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0122.jpg,tumor_type,Provide short and direct answer for the user's question.What tumor subtype is this?,What tumor subtype is this?,This image displays a meningioma tumor.,"```json
{
  ""answer"": ""This image does not depict a tumor subtype. It appears to be a normal MRI scan of a brain. Tumor subtypes would typically show abnormal masses or lesions that are not present in this image.""
}
```"
2454,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0122.jpg,image_type,Provide short and direct answer for the user's question.What is the imaging perspective?,What is the imaging perspective?,Scan is from axial direction.,"```json
{
  ""answer"": ""Axial""
}
```"
2455,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0123.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI image show a tumor?,Does this MRI image show a tumor?,A tumor can be seen clearly.,"```json
{
  ""answer"": ""Yes""
}
```"
2456,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0123.jpg,tumor_type,Provide short and direct answer for the user's question.Which tumor type does this image show?,Which tumor type does this image show?,This image displays a meningioma tumor.,"```json
{
  ""answer"": ""Glioblastoma""
}
```"
2457,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0123.jpg,image_type,Provide short and direct answer for the user's question.What is the imaging perspective?,What is the imaging perspective?,The image is axial.,"```json
{
  ""answer"": ""Axial""
}
```"
2458,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0124.jpg,tumor_presence,Provide short and direct answer for the user's question.Is the scan indicating the presence of a tumor?,Is the scan indicating the presence of a tumor?,"Certainly, a tumor exists.","```json
{
  ""answer"": ""No""
}
```"
2459,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0124.jpg,tumor_type,Provide short and direct answer for the user's question.What is the classification of this tumor?,What is the classification of this tumor?,This scan has meningioma type.,"```json
{
  ""answer"": ""Glioblastoma""
}
```"
2460,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0124.jpg,image_type,Provide short and direct answer for the user's question.What is the view type of this image?,What is the view type of this image?,This is an axial view.,"```json
{
  ""answer"": ""Axial""
}
```"
2461,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0125.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI show signs of a tumor?,Does this MRI show signs of a tumor?,A tumor can be seen clearly.,"```json
{
  ""answer"": ""No""
}
```"
2462,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0125.jpg,tumor_type,Provide short and direct answer for the user's question.Identify the tumor type in this scan.,Identify the tumor type in this scan.,The tumor is meningioma.,"```json
{
  ""answer"": ""Glioblastoma""
}
```"
2463,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0125.jpg,image_type,Provide short and direct answer for the user's question.What image type is displayed here?,What image type is displayed here?,The image is axial.,"```json
{
  ""answer"": ""MRI""
}
```"
2464,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0126.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI image show a tumor?,Does this MRI image show a tumor?,"Confirmed, tumor is present.","```json
{
  ""answer"": ""No""
}
```"
2465,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0126.jpg,tumor_type,Provide short and direct answer for the user's question.Identify the tumor type in this scan.,Identify the tumor type in this scan.,A meningioma is present in this scan.,"```json
{
  ""answer"": ""glioblastoma""
}
```"
2466,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0126.jpg,image_type,Provide short and direct answer for the user's question.Identify the image orientation.,Identify the image orientation.,Axial type image.,"```json
{
  ""answer"": ""The image is in axial orientation.""
}
```"
2467,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0127.jpg,tumor_presence,Provide short and direct answer for the user's question.Is the scan indicating the presence of a tumor?,Is the scan indicating the presence of a tumor?,"Yes, it looks like there is a tumor.","```json
{
  ""answer"": ""Yes""
}
```"
2468,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0127.jpg,tumor_type,Provide short and direct answer for the user's question.Which tumor type does this image show?,Which tumor type does this image show?,The tumor is meningioma.,"```json
{
  ""answer"": ""glioblastoma multiforme""
}
```"
2469,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0127.jpg,image_type,Provide short and direct answer for the user's question.Identify the image orientation.,Identify the image orientation.,Axial plane is shown.,"```json
{
  ""answer"": ""The image is in axial orientation.""
}
```"
2470,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0128.jpg,tumor_presence,Provide short and direct answer for the user's question.Is a tumor present in the scan provided?,Is a tumor present in the scan provided?,"Yes, a tumor is present.","```json
{
  ""answer"": ""Yes""
}
```"
2471,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0128.jpg,tumor_type,Provide short and direct answer for the user's question.Can you tell the type of tumor shown?,Can you tell the type of tumor shown?,This image displays a meningioma tumor.,"```json
{
  ""answer"": ""The image shows a mass in the brain, but the specific type of tumor cannot be determined from this image alone. A detailed analysis by a radiologist is required for a definitive diagnosis.""
}
```"
2472,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0128.jpg,image_type,Provide short and direct answer for the user's question.Which anatomical plane is used?,Which anatomical plane is used?,This is an axial view.,"```json
{
  ""answer"": ""Axial""
}
```"
2473,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0129.jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,"Yes, it looks like there is a tumor.","```json
{
  ""answer"": ""Yes""
}
```"
2474,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0129.jpg,tumor_type,Provide short and direct answer for the user's question.What is the classification of this tumor?,What is the classification of this tumor?,This scan has meningioma type.,"```json
{
  ""answer"": ""Glioblastoma""
}
```"
2475,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0129.jpg,image_type,Provide short and direct answer for the user's question.What is the view type of this image?,What is the view type of this image?,Axial slice is shown.,"```json
{
  ""answer"": ""Axial""
}
```"
2476,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0130.jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,"Yes, this is a positive case for tumor.","```json
{
  ""answer"": ""No""
}
```"
2477,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0130.jpg,tumor_type,Provide short and direct answer for the user's question.Specify the tumor type visible here.,Specify the tumor type visible here.,It is a meningioma.,"```json
{
  ""answer"": ""glioblastoma""
}
```"
2478,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0130.jpg,image_type,Provide short and direct answer for the user's question.Can you name the scan view type?,Can you name the scan view type?,Axial perspective image.,"```json
{
  ""answer"": ""Axial""
}
```"
2479,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0131.jpg,tumor_presence,Provide short and direct answer for the user's question.Is there any abnormal growth in this MRI?,Is there any abnormal growth in this MRI?,"Certainly, a tumor exists.","```json
{
  ""answer"": ""No""
}
```"
2480,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0131.jpg,tumor_type,Provide short and direct answer for the user's question.Can you tell the type of tumor shown?,Can you tell the type of tumor shown?,This image displays a meningioma tumor.,"```json
{
  ""answer"": ""No, the image provided is a T1-weighted MRI scan of the brain, which is commonly used to visualize brain structures and abnormalities. It does not show a tumor. The image appears to be a normal brain scan with no visible signs of a tumor. If you have a specific question about the image or need further analysis, please provide more details.""
}
```"
2481,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0131.jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,Axial type image.,"```json
{
  ""answer"": ""Axial""
}
```"
2482,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0132.jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,"Confirmed, tumor is present.","```json
{
  ""answer"": ""No""
}
```"
2483,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0132.jpg,tumor_type,Provide short and direct answer for the user's question.What is the detected tumor type?,What is the detected tumor type?,A meningioma is present in this scan.,"```json
{
  ""answer"": ""The image provided is a T2-weighted axial MRI of the brain, which is commonly used to detect various types of brain tumors. However, without clinical correlation, pathological examination, and additional imaging sequences, it is not possible to definitively determine the type of tumor. A radiologist would need to interpret this image in the context of the patient's clinical history and other imaging studies to make a diagnosis.""
}
```"
2484,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0132.jpg,image_type,Provide short and direct answer for the user's question.Can you name the scan view type?,Can you name the scan view type?,Axial perspective image.,"```json
{
  ""answer"": ""Axial""
}
```"
2485,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0133.jpg,tumor_presence,Provide short and direct answer for the user's question.Is the scan indicating the presence of a tumor?,Is the scan indicating the presence of a tumor?,A tumor is visible in the image.,"```json
{
  ""answer"": ""Yes""
}
```"
2486,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0133.jpg,tumor_type,Provide short and direct answer for the user's question.What kind of tumor is present in the image?,What kind of tumor is present in the image?,This scan has meningioma type.,"```json
{
  ""answer"": ""The image shows a tumor in the left temporal lobe, which appears to be a high-grade glioma, possibly a glioblastoma multiforme, based on its size, location, and the surrounding edema.""
}
```"
2487,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0133.jpg,image_type,Provide short and direct answer for the user's question.What is the view type of this image?,What is the view type of this image?,Orientation: axial.,"```json
{
  ""answer"": ""Axial""
}
```"
2488,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0134.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI show signs of a tumor?,Does this MRI show signs of a tumor?,A tumor is visible in the image.,"```json
{
  ""answer"": ""No""
}
```"
2489,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0134.jpg,tumor_type,Provide short and direct answer for the user's question.Can you tell the type of tumor shown?,Can you tell the type of tumor shown?,Meningioma tumor is shown here.,"```json
{
  ""answer"": ""The image shows a brain tumor, but the specific type cannot be determined from this image alone. A definitive diagnosis would require a detailed analysis by a radiologist and possibly additional imaging or clinical information.""
}
```"
2490,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0134.jpg,image_type,Provide short and direct answer for the user's question.Which anatomical plane is used?,Which anatomical plane is used?,The image is axial.,"```json
{
  ""answer"": ""Axial""
}
```"
2491,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0135.jpg,tumor_presence,Provide short and direct answer for the user's question.Is there a tumor visible in this scan?,Is there a tumor visible in this scan?,"Certainly, a tumor exists.","```json
{
  ""answer"": ""Yes""
}
```"
2492,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0135.jpg,tumor_type,Provide short and direct answer for the user's question.Identify the tumor type in this scan.,Identify the tumor type in this scan.,Meningioma is the tumor type here.,"```json
{
  ""answer"": ""Glioblastoma""
}
```"
2493,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0135.jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,Orientation: axial.,"```json
{
  ""answer"": ""Axial""
}
```"
2494,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0136.jpg,tumor_presence,Provide short and direct answer for the user's question.Is a tumor present in the scan provided?,Is a tumor present in the scan provided?,"Yes, abnormal tissue is seen.","```json
{
  ""answer"": ""No""
}
```"
2495,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0136.jpg,tumor_type,Provide short and direct answer for the user's question.What kind of tumor is present in the image?,What kind of tumor is present in the image?,This is classified as a meningioma.,"```json
{
  ""answer"": ""The image shows a mass in the cerebellum, which could be indicative of a variety of tumors. However, without additional clinical information and imaging details, it is not possible to definitively diagnose the type of tumor present. A cerebellar tumor could be a meningioma, a glioma, or another type of neoplasm. A definitive diagnosis would require further evaluation by a neurosurgeon or a radiologist with expertise in brain tumors.""
}
```"
2496,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0136.jpg,image_type,Provide short and direct answer for the user's question.Identify the image orientation.,Identify the image orientation.,View type: axial.,"```json
{
  ""answer"": ""The image is in the axial orientation.""
}
```"
2497,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0137.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI image show a tumor?,Does this MRI image show a tumor?,A tumor can be seen clearly.,"```json
{
  ""answer"": ""Yes""
}
```"
2498,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0137.jpg,tumor_type,Provide short and direct answer for the user's question.What tumor subtype is this?,What tumor subtype is this?,Type of tumor: meningioma.,"```json
{
  ""answer"": ""Glioblastoma""
}
```"
2499,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0137.jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,Orientation: axial.,"```json
{
  ""answer"": ""Axial""
}
```"
2500,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0138.jpg,tumor_presence,Provide short and direct answer for the user's question.Is there any abnormal growth in this MRI?,Is there any abnormal growth in this MRI?,A tumor can be seen clearly.,"```json
{
  ""answer"": ""Yes""
}
```"
2501,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0138.jpg,tumor_type,Provide short and direct answer for the user's question.What is the detected tumor type?,What is the detected tumor type?,It is a meningioma.,"```json
{
  ""answer"": ""Glioblastoma""
}
```"
2502,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0138.jpg,image_type,Provide short and direct answer for the user's question.Identify the image orientation.,Identify the image orientation.,Scan is from axial direction.,"```json
{
  ""answer"": ""The image is in axial orientation.""
}
```"
2503,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0139.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI image show a tumor?,Does this MRI image show a tumor?,"Yes, it looks like there is a tumor.","```json
{
  ""answer"": ""No""
}
```"
2504,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0139.jpg,tumor_type,Provide short and direct answer for the user's question.What does the scan indicate as tumor type?,What does the scan indicate as tumor type?,This is classified as a meningioma.,"```json
{
  ""answer"": ""The scan indicates a glioblastoma, which is a type of high-grade glioma, a primary brain tumor.""
}
```"
2505,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0139.jpg,image_type,Provide short and direct answer for the user's question.What is the imaging perspective?,What is the imaging perspective?,View type: axial.,"```json
{
  ""answer"": ""Axial""
}
```"
2506,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0140.jpg,tumor_presence,Provide short and direct answer for the user's question.Can you detect any tumor in this image?,Can you detect any tumor in this image?,"Certainly, a tumor exists.","```json
{
  ""answer"": ""Yes, there appears to be a tumor in the image. The white arrow points to a lesion in the cerebellum, which is indicative of a tumor.""
}
```"
2507,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0140.jpg,tumor_type,Provide short and direct answer for the user's question.What is the classification of this tumor?,What is the classification of this tumor?,This scan has meningioma type.,"```json
{
  ""answer"": ""Glioblastoma""
}
```"
2508,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0140.jpg,image_type,Provide short and direct answer for the user's question.What is the view type of this image?,What is the view type of this image?,Orientation: axial.,"```json
{
  ""answer"": ""Axial""
}
```"
2509,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0141.jpg,tumor_presence,Provide short and direct answer for the user's question.Is there a tumor visible in this scan?,Is there a tumor visible in this scan?,"Confirmed, tumor is present.","```json
{
  ""answer"": ""No""
}
```"
2510,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0141.jpg,tumor_type,Provide short and direct answer for the user's question.What tumor subtype is this?,What tumor subtype is this?,This image displays a meningioma tumor.,"```json
{
  ""answer"": ""This image appears to be an MRI scan of the brain, but it does not provide enough detail to definitively identify a specific tumor subtype. A detailed analysis by a medical professional is required for accurate diagnosis.""
}
```"
2511,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0141.jpg,image_type,Provide short and direct answer for the user's question.Which plane is shown in the image?,Which plane is shown in the image?,The image is axial.,"```json
{
  ""answer"": ""Axial""
}
```"
2512,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0142.jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,"Confirmed, tumor is present.","```json
{
  ""answer"": ""Yes""
}
```"
2513,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0142.jpg,tumor_type,Provide short and direct answer for the user's question.Can you tell the type of tumor shown?,Can you tell the type of tumor shown?,This is classified as a meningioma.,"```json
{
  ""answer"": ""The image shows a tumor in the brain, but the specific type cannot be determined from this image alone. A detailed analysis by a radiologist is required for accurate diagnosis.""
}
```"
2514,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0142.jpg,image_type,Provide short and direct answer for the user's question.Identify the image orientation.,Identify the image orientation.,Axial perspective image.,"```json
{
  ""answer"": ""The image is in the axial orientation.""
}
```"
2515,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0143.jpg,tumor_presence,Provide short and direct answer for the user's question.Is there any abnormal growth in this MRI?,Is there any abnormal growth in this MRI?,"Confirmed, tumor is present.","```json
{
  ""answer"": ""Yes""
}
```"
2516,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0143.jpg,tumor_type,Provide short and direct answer for the user's question.What does the scan indicate as tumor type?,What does the scan indicate as tumor type?,It is a meningioma.,"```json
{
  ""answer"": ""The scan indicates a tumor type that appears to be a glioma, which is a type of brain tumor that arises from glial cells. The specific subtype cannot be determined from this image alone, but the presence of a mass with surrounding edema is characteristic of a glioma.""
}
```"
2517,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0143.jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,This scan uses axial plane.,"```json
{
  ""answer"": ""Axial""
}
```"
2518,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0144.jpg,tumor_presence,Provide short and direct answer for the user's question.Is a tumor present in the scan provided?,Is a tumor present in the scan provided?,"Certainly, a tumor exists.","```json
{
  ""answer"": ""Yes""
}
```"
2519,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0144.jpg,tumor_type,Provide short and direct answer for the user's question.What specific tumor is present here?,What specific tumor is present here?,The tumor is meningioma.,"```json
{
  ""answer"": ""The image shows a brain tumor, but the specific type cannot be determined from this image alone. A detailed analysis by a radiologist is required for accurate diagnosis.""
}
```"
2520,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0144.jpg,image_type,Provide short and direct answer for the user's question.What is the imaging perspective?,What is the imaging perspective?,The image is axial.,"```json
{
  ""answer"": ""Axial""
}
```"
2521,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0145.jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,A tumor is visible in the image.,"```json
{
  ""answer"": ""Yes""
}
```"
2522,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0145.jpg,tumor_type,Provide short and direct answer for the user's question.Specify the tumor type visible here.,Specify the tumor type visible here.,Meningioma is the tumor type here.,"```json
{
  ""answer"": ""Glioblastoma""
}
```"
2523,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0145.jpg,image_type,Provide short and direct answer for the user's question.What is the view type of this image?,What is the view type of this image?,This scan uses axial plane.,"```json
{
  ""answer"": ""Axial""
}
```"
2524,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0146.jpg,tumor_presence,Provide short and direct answer for the user's question.Is there any abnormal growth in this MRI?,Is there any abnormal growth in this MRI?,"Yes, this is a positive case for tumor.","```json
{
  ""answer"": ""Yes""
}
```"
2525,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0146.jpg,tumor_type,Provide short and direct answer for the user's question.Which tumor type does this image show?,Which tumor type does this image show?,The tumor is meningioma.,"```json
{
  ""answer"": ""Glioblastoma""
}
```"
2526,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0146.jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,This scan uses axial plane.,"```json
{
  ""answer"": ""Axial""
}
```"
2527,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0147.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI image show a tumor?,Does this MRI image show a tumor?,"Yes, tumor identified.","```json
{
  ""answer"": ""Yes""
}
```"
