id,image_path,question_type,question_prompt,gt_question,gt_answer,model_output
2248,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0054.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI show signs of a tumor?,Does this MRI show signs of a tumor?,A tumor is visible in the image.,"```json
{""answer"": ""Yes, the MRI shows a large lesion/mass, highly suggestive of a tumor.""}
```"
2249,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0054.jpg,tumor_type,Provide short and direct answer for the user's question.What tumor subtype is this?,What tumor subtype is this?,A meningioma is present in this scan.,"```json
{""answer"": ""Astrocytoma""}
```"
2250,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0054.jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,View type: coronal.,"```json
{""answer"": ""Axial""}
```"
2251,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0055.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI show signs of a tumor?,Does this MRI show signs of a tumor?,"Yes, tumor identified.","```json
{""answer"": ""Yes, the MRI shows a large mass in the right frontal lobe, consistent with a tumor.""}
```"
2252,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0055.jpg,tumor_type,Provide short and direct answer for the user's question.What specific tumor is present here?,What specific tumor is present here?,A meningioma is present in this scan.,"```json
{""answer"": ""Craniopharyngioma""}
```"
2253,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0055.jpg,image_type,Provide short and direct answer for the user's question.What image type is displayed here?,What image type is displayed here?,Sagittal perspective image.,"```json
{""answer"": ""MRI""}
```"
2254,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0056.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI show signs of a tumor?,Does this MRI show signs of a tumor?,A tumor is visible in the image.,"```json
{""answer"": ""Yes, the MRI shows a lesion consistent with a tumor in the right frontal lobe.""}
```"
2255,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0056.jpg,tumor_type,Provide short and direct answer for the user's question.What is the classification of this tumor?,What is the classification of this tumor?,A meningioma is present in this scan.,"```json
{""answer"": ""Craniopharyngioma""}
```"
2256,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0056.jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,Sagittal slice is shown.,"```json
{""answer"": ""Sagittal""}
```"
2257,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0057.jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,A tumor can be seen clearly.,"```json
{""answer"": ""Yes, a tumor is visible in the image.""}
```"
2258,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0057.jpg,tumor_type,Provide short and direct answer for the user's question.Can you tell the type of tumor shown?,Can you tell the type of tumor shown?,It is a meningioma.,"```json
{""answer"": ""Based on the image, it appears to be a meningioma.""}
```"
2259,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0057.jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,This is a sagittal view.,"```json
{""answer"": ""Sagittal MRI""}
```"
2260,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0058.jpg,tumor_presence,Provide short and direct answer for the user's question.Can you detect any tumor in this image?,Can you detect any tumor in this image?,A tumor is visible in the image.,"```json
{""answer"": ""Yes, there appears to be a tumor in the cerebellum.""}
```"
2261,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0058.jpg,tumor_type,Provide short and direct answer for the user's question.What is the classification of this tumor?,What is the classification of this tumor?,This image displays a meningioma tumor.,"```json
{""answer"": ""Cerebellar astrocytoma""}
```"
2262,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0058.jpg,image_type,Provide short and direct answer for the user's question.Identify the image orientation.,Identify the image orientation.,Scan is from sagittal direction.,"```json
{""answer"": ""Sagittal""}
```"
2263,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0059.jpg,tumor_presence,Provide short and direct answer for the user's question.Can you detect any tumor in this image?,Can you detect any tumor in this image?,"Indeed, the scan shows a tumor.","```json
{""answer"": ""Yes, a tumor is visible in the image.""}
```"
2264,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0059.jpg,tumor_type,Provide short and direct answer for the user's question.Identify the tumor type in this scan.,Identify the tumor type in this scan.,It is a meningioma.,"```json
{""answer"": ""Hepatocellular carcinoma (HCC)""}
```"
2265,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0059.jpg,image_type,Provide short and direct answer for the user's question.What image type is displayed here?,What image type is displayed here?,The image is axial.,"```json
{""answer"": ""MRI""}
```"
2266,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0060.jpg,tumor_presence,Provide short and direct answer for the user's question.Can you detect any tumor in this image?,Can you detect any tumor in this image?,"Yes, tumor identified.","```json
{""answer"": ""Yes, a tumor is visible in the right temporal lobe.""}
```"
2267,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0060.jpg,tumor_type,Provide short and direct answer for the user's question.Can you tell the type of tumor shown?,Can you tell the type of tumor shown?,Detected tumor: meningioma.,"```json
{""answer"": ""Meningioma""}
```"
2268,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0060.jpg,image_type,Provide short and direct answer for the user's question.Which anatomical plane is used?,Which anatomical plane is used?,Sagittal plane is shown.,"```json
{""answer"": ""Sagittal""}
```"
2269,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0061.jpg,tumor_presence,Provide short and direct answer for the user's question.Is the scan indicating the presence of a tumor?,Is the scan indicating the presence of a tumor?,"Yes, it looks like there is a tumor.","```json
{""answer"": ""Yes, the scan indicates the presence of a tumor.""}
```"
2270,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0061.jpg,tumor_type,Provide short and direct answer for the user's question.What does the scan indicate as tumor type?,What does the scan indicate as tumor type?,Meningioma is the tumor type here.,"```json
{""answer"": ""The scan suggests a craniopharyngioma.""}
```"
2271,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0061.jpg,image_type,Provide short and direct answer for the user's question.What image type is displayed here?,What image type is displayed here?,Coronal perspective image.,"```json
{""answer"": ""MRI""}
```"
2272,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0062.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this brain image contain a tumor?,Does this brain image contain a tumor?,"Yes, abnormal tissue is seen.","```json
{""answer"": ""Yes""}
```"
2273,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0062.jpg,tumor_type,Provide short and direct answer for the user's question.What is the classification of this tumor?,What is the classification of this tumor?,This scan has meningioma type.,"```json
{""answer"": ""Based on the image, the tumor appears to be a meningioma.""}
```"
2274,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0062.jpg,image_type,Provide short and direct answer for the user's question.What image type is displayed here?,What image type is displayed here?,View type: axial.,"```json
{""answer"": ""MRI""}
```"
2275,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0063.jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,"Yes, tumor identified.","```json
{""answer"": ""Yes, a tumor is visible in the image.""}
```"
2276,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0063.jpg,tumor_type,Provide short and direct answer for the user's question.Identify the tumor type in this scan.,Identify the tumor type in this scan.,It is a meningioma.,"```json
{""answer"": ""Craniopharyngioma""}
```"
2277,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0063.jpg,image_type,Provide short and direct answer for the user's question.Which anatomical plane is used?,Which anatomical plane is used?,Coronal plane is shown.,"```json
{""answer"": ""Axial""}
```"
2278,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0064.jpg,tumor_presence,Provide short and direct answer for the user's question.Is there any abnormal growth in this MRI?,Is there any abnormal growth in this MRI?,A tumor is visible in the image.,"```json
{""answer"": ""Yes, there appears to be an abnormal growth (likely a tumor) in the right temporal lobe.""}
```"
2279,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0064.jpg,tumor_type,Provide short and direct answer for the user's question.What kind of tumor is present in the image?,What kind of tumor is present in the image?,This is classified as a meningioma.,"```json
{""answer"": ""A pituitary adenoma""}
```"
2280,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0064.jpg,image_type,Provide short and direct answer for the user's question.Can you name the scan view type?,Can you name the scan view type?,Coronal perspective image.,"```json
{""answer"": ""Axial""}
```"
2281,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0065.jpg,tumor_presence,Provide short and direct answer for the user's question.Is this an example of a tumorous brain scan?,Is this an example of a tumorous brain scan?,A tumor can be seen clearly.,"```json
{""answer"": ""Yes, this appears to be a brain scan showing a tumor.""}
```"
2282,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0065.jpg,tumor_type,Provide short and direct answer for the user's question.What kind of tumor is present in the image?,What kind of tumor is present in the image?,Detected tumor: meningioma.,"```json
{""answer"": ""Craniopharyngioma""}
```"
2283,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0065.jpg,image_type,Provide short and direct answer for the user's question.What is the view type of this image?,What is the view type of this image?,Coronal plane is shown.,"```json
{""answer"": ""Coronal""}
```"
2284,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0066.jpg,tumor_presence,Provide short and direct answer for the user's question.Can you detect any tumor in this image?,Can you detect any tumor in this image?,"Certainly, a tumor exists.","```json
{""answer"": ""Yes, a large tumor is visible in the image.""}
```"
2285,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0066.jpg,tumor_type,Provide short and direct answer for the user's question.What tumor subtype is this?,What tumor subtype is this?,A meningioma is present in this scan.,"```json
{""answer"": ""Based on the image, this appears to be a glioblastoma (GBM).""}
```"
2286,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0066.jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,Coronal plane is shown.,"```json
{""answer"": ""Coronal view""}
```"
2287,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0067.jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,"Certainly, a tumor exists.","```json
{""answer"": ""Yes, a tumor is observable in the image.""}
```"
2288,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0067.jpg,tumor_type,Provide short and direct answer for the user's question.Which tumor type does this image show?,Which tumor type does this image show?,Meningioma tumor is shown here.,"```json
{""answer"": ""Glioblastoma""}
```"
2289,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0067.jpg,image_type,Provide short and direct answer for the user's question.What image type is displayed here?,What image type is displayed here?,This scan uses sagittal plane.,"```json
{""answer"": ""MRI""}
```"
2290,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0068.jpg,tumor_presence,Provide short and direct answer for the user's question.Can you detect any tumor in this image?,Can you detect any tumor in this image?,"Indeed, the scan shows a tumor.","```json
{""answer"": ""Yes, a large tumor is visible in the frontal lobe.""}
```"
2291,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0068.jpg,tumor_type,Provide short and direct answer for the user's question.Which tumor type does this image show?,Which tumor type does this image show?,This is classified as a meningioma.,"```json
{""answer"": ""Glioblastoma""}
```"
2292,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0068.jpg,image_type,Provide short and direct answer for the user's question.Identify the image orientation.,Identify the image orientation.,Axial type image.,"```json
{""answer"": ""Axial""}
```"
2293,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0069.jpg,tumor_presence,Provide short and direct answer for the user's question.Is the scan indicating the presence of a tumor?,Is the scan indicating the presence of a tumor?,A tumor can be seen clearly.,"```json
{""answer"": ""Yes, the scan appears to indicate the presence of a tumor in the right temporal lobe.""}
```"
2294,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0069.jpg,tumor_type,Provide short and direct answer for the user's question.Specify the tumor type visible here.,Specify the tumor type visible here.,This is classified as a meningioma.,"```json
{""answer"": ""Choroid plexus cyst""}
```"
2295,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0069.jpg,image_type,Provide short and direct answer for the user's question.Which anatomical plane is used?,Which anatomical plane is used?,Coronal plane is shown.,"```json
{""answer"": ""Axial""}
```"
2296,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0070.jpg,tumor_presence,Provide short and direct answer for the user's question.Is a tumor present in the scan provided?,Is a tumor present in the scan provided?,"Confirmed, tumor is present.","```json
{""answer"": ""Yes, a tumor is present in the scan.""}
```"
2297,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0070.jpg,tumor_type,Provide short and direct answer for the user's question.Can you tell the type of tumor shown?,Can you tell the type of tumor shown?,This scan has meningioma type.,"```json
{""answer"": ""Based on the image, the tumor appears to be a schwannoma, likely a vestibular schwannoma (acoustic neuroma).""}
```"
2298,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0070.jpg,image_type,Provide short and direct answer for the user's question.In which direction is this MRI taken?,In which direction is this MRI taken?,Orientation: axial.,"```json
{""answer"": ""Axial""}
```"
2299,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0071.jpg,tumor_presence,Provide short and direct answer for the user's question.Is the scan indicating the presence of a tumor?,Is the scan indicating the presence of a tumor?,A tumor can be seen clearly.,"```json
{""answer"": ""Yes, the scan appears to indicate the presence of a tumor.""}
```"
2300,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0071.jpg,tumor_type,Provide short and direct answer for the user's question.Can you tell the type of tumor shown?,Can you tell the type of tumor shown?,Type of tumor: meningioma.,"```json
{""answer"": ""Craniopharyngioma""}
```"
2301,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0071.jpg,image_type,Provide short and direct answer for the user's question.Which plane is shown in the image?,Which plane is shown in the image?,Coronal plane is shown.,"```json
{""answer"": ""Coronal""}
```"
2302,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0072.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI image show a tumor?,Does this MRI image show a tumor?,"Confirmed, tumor is present.","```json
{""answer"": ""Yes, the MRI image appears to show a tumor.""}
```"
2303,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0072.jpg,tumor_type,Provide short and direct answer for the user's question.Which tumor type does this image show?,Which tumor type does this image show?,This scan has meningioma type.,"```json
{""answer"": ""Schwannoma""}
```"
2304,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0072.jpg,image_type,Provide short and direct answer for the user's question.Which plane is shown in the image?,Which plane is shown in the image?,Orientation: axial.,"```json
{""answer"": ""Axial""}
```"
2305,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0073.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI image show a tumor?,Does this MRI image show a tumor?,"Indeed, the scan shows a tumor.","```json
{""answer"": ""Yes, the MRI image appears to show a tumor.""}
```"
2306,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0073.jpg,tumor_type,Provide short and direct answer for the user's question.What is the detected tumor type?,What is the detected tumor type?,Meningioma tumor is shown here.,"```json
{""answer"": ""Craniopharyngioma""}
```"
2307,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0073.jpg,image_type,Provide short and direct answer for the user's question.In which direction is this MRI taken?,In which direction is this MRI taken?,Coronal type image.,"```json
{""answer"": ""Coronal""}
```"
2308,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0074.jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,"Yes, tumor identified.","```json
{""answer"": ""Yes, a tumor is visible in the image.""}
```"
2309,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0074.jpg,tumor_type,Provide short and direct answer for the user's question.Identify the tumor type in this scan.,Identify the tumor type in this scan.,Meningioma tumor is shown here.,"```json
{""answer"": ""Glioblastoma""}
```"
2310,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0074.jpg,image_type,Provide short and direct answer for the user's question.Which anatomical plane is used?,Which anatomical plane is used?,Orientation: axial.,"```json
{""answer"": ""Axial""}
```"
2311,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0075.jpg,tumor_presence,Provide short and direct answer for the user's question.Can you detect any tumor in this image?,Can you detect any tumor in this image?,"Indeed, the scan shows a tumor.","```json
{""answer"": ""Yes, a large tumor is visible in the right frontal lobe.""}
```"
2312,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0075.jpg,tumor_type,Provide short and direct answer for the user's question.What specific tumor is present here?,What specific tumor is present here?,The tumor is meningioma.,"```json
{""answer"": ""Craniopharyngioma""}
```"
2313,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0075.jpg,image_type,Provide short and direct answer for the user's question.Which anatomical plane is used?,Which anatomical plane is used?,Sagittal slice is shown.,"```json
{""answer"": ""Sagittal""}
```"
2314,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0076.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this brain image contain a tumor?,Does this brain image contain a tumor?,"Yes, it looks like there is a tumor.","```json
{""answer"": ""Yes, the image appears to show a large mass/tumor within the frontal lobe.""}
```"
2315,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0076.jpg,tumor_type,Provide short and direct answer for the user's question.What specific tumor is present here?,What specific tumor is present here?,It is a meningioma.,"```json
{""answer"": ""Craniopharyngioma""}
```"
2316,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0076.jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,Coronal perspective image.,"```json
{""answer"": ""Coronal""}
```"
2317,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0077.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this brain image contain a tumor?,Does this brain image contain a tumor?,"Certainly, a tumor exists.","```json
{""answer"": ""Yes, the image appears to contain a tumor.""}
```"
2318,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0077.jpg,tumor_type,Provide short and direct answer for the user's question.Can you tell the type of tumor shown?,Can you tell the type of tumor shown?,Meningioma tumor is shown here.,"```json
{""answer"": ""Based on the image, it appears to be a meningioma.""}
```"
2319,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0077.jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,This is an axial view.,"```json
{""answer"": ""Axial MRI""}
```"
2320,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0078.jpg,tumor_presence,Provide short and direct answer for the user's question.Is there any abnormal growth in this MRI?,Is there any abnormal growth in this MRI?,A tumor can be seen clearly.,"```json
{""answer"": ""Yes, there appears to be a large abnormal growth (likely a tumor) in the right temporal lobe.""}
```"
2321,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0078.jpg,tumor_type,Provide short and direct answer for the user's question.What is the classification of this tumor?,What is the classification of this tumor?,This image displays a meningioma tumor.,"```json
{""answer"": ""Based on the image, the tumor appears to be a meningioma.""}
```"
2322,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0078.jpg,image_type,Provide short and direct answer for the user's question.What is the imaging perspective?,What is the imaging perspective?,Axial slice is shown.,"```json
{""answer"": ""Axial""}
```"
2323,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0079.jpg,tumor_presence,Provide short and direct answer for the user's question.Is the scan indicating the presence of a tumor?,Is the scan indicating the presence of a tumor?,"Indeed, the scan shows a tumor.","```json
{""answer"": ""Yes, the scan appears to indicate the presence of a tumor.""}
```"
2324,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0079.jpg,tumor_type,Provide short and direct answer for the user's question.What specific tumor is present here?,What specific tumor is present here?,It is a meningioma.,"```json
{""answer"": ""Astrocytoma""}
```"
2325,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0079.jpg,image_type,Provide short and direct answer for the user's question.Can you name the scan view type?,Can you name the scan view type?,Axial perspective image.,"```json
{""answer"": ""Axial""}
```"
2326,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0080.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this brain image contain a tumor?,Does this brain image contain a tumor?,"Yes, tumor identified.","```json
{""answer"": ""Yes, the image appears to show a tumor in the right frontal lobe.""}
```"
2327,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0080.jpg,tumor_type,Provide short and direct answer for the user's question.What does the scan indicate as tumor type?,What does the scan indicate as tumor type?,A meningioma is present in this scan.,"```json
{""answer"": ""Meningioma""}
```"
2328,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0080.jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,View type: coronal.,"```json
{""answer"": ""Axial view of a brain MRI""}
```"
2329,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0081.jpg,tumor_presence,Provide short and direct answer for the user's question.Is there any abnormal growth in this MRI?,Is there any abnormal growth in this MRI?,"Yes, abnormal tissue is seen.","```json
{""answer"": ""Yes, there appears to be an abnormal growth (likely a tumor) in the right frontal lobe, indicated by the asterisk.""}
```"
2330,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0081.jpg,tumor_type,Provide short and direct answer for the user's question.What does the scan indicate as tumor type?,What does the scan indicate as tumor type?,Type of tumor: meningioma.,"```json
{""answer"": ""Based on the image, the scan indicates a possible cystic lesion, potentially a colloid cyst, located in the anterior third ventricle.""}
```"
2331,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0081.jpg,image_type,Provide short and direct answer for the user's question.What is the view type of this image?,What is the view type of this image?,Scan is from axial direction.,"```json
{""answer"": ""Axial CT scan""}
```"
2332,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0082.jpg,tumor_presence,Provide short and direct answer for the user's question.Is the scan indicating the presence of a tumor?,Is the scan indicating the presence of a tumor?,"Yes, abnormal tissue is seen.","```json
{""answer"": ""Yes, the scan appears to indicate the presence of a tumor.""}
```"
2333,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0082.jpg,tumor_type,Provide short and direct answer for the user's question.What is the classification of this tumor?,What is the classification of this tumor?,The tumor is meningioma.,"```json
{""answer"": ""Based on the image, the tumor appears to be a glioma, likely high-grade given its size and location. Further characterization (e.g., MRI with contrast, biopsy) would be needed for a definitive diagnosis and grading.""}
```"
2334,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0082.jpg,image_type,Provide short and direct answer for the user's question.In which direction is this MRI taken?,In which direction is this MRI taken?,The image is axial.,"```json
{""answer"": ""Axial""}
```"
2335,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0083.jpg,tumor_presence,Provide short and direct answer for the user's question.Is this an example of a tumorous brain scan?,Is this an example of a tumorous brain scan?,A tumor can be seen clearly.,"```json
{""answer"": ""It is difficult to definitively say without a radiologist's assessment, but the image shows a large, bright area in the right hemisphere which could potentially indicate a tumor or other abnormality. Further investigation is needed.""}
```"
2336,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0083.jpg,tumor_type,Provide short and direct answer for the user's question.Identify the tumor type in this scan.,Identify the tumor type in this scan.,Detected tumor: meningioma.,"```json
{""answer"": ""Astrocytoma""}
```"
2337,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0083.jpg,image_type,Provide short and direct answer for the user's question.Can you name the scan view type?,Can you name the scan view type?,The image is sagittal.,"```json
{""answer"": ""Sagittal""}
```"
2338,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0084.jpg,tumor_presence,Provide short and direct answer for the user's question.Is there a tumor visible in this scan?,Is there a tumor visible in this scan?,"Confirmed, tumor is present.","```json
{""answer"": ""Yes, a tumor is visible in the scan.""}
```"
2339,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0084.jpg,tumor_type,Provide short and direct answer for the user's question.What is the classification of this tumor?,What is the classification of this tumor?,This scan has meningioma type.,"```json
{""answer"": ""Schwannoma""}
```"
2340,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0084.jpg,image_type,Provide short and direct answer for the user's question.In which direction is this MRI taken?,In which direction is this MRI taken?,This is an axial view.,"```json
{""answer"": ""Axial""}
```"
2341,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0085.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this brain image contain a tumor?,Does this brain image contain a tumor?,"Yes, abnormal tissue is seen.","```json
{""answer"": ""Yes, the image appears to show a tumor in the pituitary region.""}
```"
2342,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0085.jpg,tumor_type,Provide short and direct answer for the user's question.Specify the tumor type visible here.,Specify the tumor type visible here.,Meningioma is the tumor type here.,"```json
{""answer"": ""Pituitary adenoma""}
```"
2343,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0085.jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,Coronal type image.,"```json
{""answer"": ""Axial""}
```"
