id,image_path,question_type,question_prompt,gt_question,gt_answer,model_output
766,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(50).jpg,tumor_presence,Provide short and direct answer for the user's question.Is the scan indicating the presence of a tumor?,Is the scan indicating the presence of a tumor?,"Confirmed, tumor is present.","```json
{
  ""answer"": ""Yes, the scan indicates the presence of a tumor.""
}
```"
767,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(50).jpg,tumor_type,Provide short and direct answer for the user's question.Which tumor type does this image show?,Which tumor type does this image show?,A meningioma is present in this scan.,"```json
{
  ""answer"": ""Brain tumor""
}
```"
768,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(50).jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,View type: sagittal.,"{""answer"": ""Axial view"""
769,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(51).jpg,tumor_presence,Provide short and direct answer for the user's question.Is there a tumor visible in this scan?,Is there a tumor visible in this scan?,"Indeed, the scan shows a tumor.","```json
{
  ""answer"": ""Yes, there is a tumor visible in the scan.""
}
```"
770,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(51).jpg,tumor_type,Provide short and direct answer for the user's question.What specific tumor is present here?,What specific tumor is present here?,Detected tumor: meningioma.,"```json
{
  ""answer"": ""The specific tumor present here is a brain tumor.""
}
```"
771,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(51).jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,The image is coronal.,"```json
{
  ""answer"": ""Axial""
}
```"
772,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(52).jpg,tumor_presence,Provide short and direct answer for the user's question.Is there a tumor visible in this scan?,Is there a tumor visible in this scan?,"Yes, tumor identified.","```json
{
  ""answer"": ""Yes, there is a visible tumor in the scan.""
}
```"
773,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(52).jpg,tumor_type,Provide short and direct answer for the user's question.What is the detected tumor type?,What is the detected tumor type?,The tumor is meningioma.,"```json
{
  ""answer"": ""The detected tumor type is a brain tumor.""
}
```"
774,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(52).jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,This scan uses axial plane.,"{""answer"": ""Axial"""
775,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(53).jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,A tumor is visible in the image.,"```json
{
  ""answer"": ""Yes, a tumor can be observed in the image.""
}
```"
776,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(53).jpg,tumor_type,Provide short and direct answer for the user's question.What is the classification of this tumor?,What is the classification of this tumor?,It is a meningioma.,"```json
{
  ""answer"": ""Meningioma""
}
```"
777,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(53).jpg,image_type,Provide short and direct answer for the user's question.What image type is displayed here?,What image type is displayed here?,Coronal perspective image.,"```json
{
  ""answer"": ""MRI scan""
}
```"
778,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(54).jpg,tumor_presence,Provide short and direct answer for the user's question.Can you detect any tumor in this image?,Can you detect any tumor in this image?,"Confirmed, tumor is present.","```json
{
  ""answer"": ""Yes, there is a tumor present in the image.""
}
```"
779,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(54).jpg,tumor_type,Provide short and direct answer for the user's question.Which tumor type does this image show?,Which tumor type does this image show?,Meningioma tumor is shown here.,"```json
{
  ""answer"": ""Brain tumor""
}
```"
780,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(54).jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,Scan is from coronal direction.,"```json
{
  ""answer"": ""Axial MRI scan""
}
```"
781,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(55).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this brain image contain a tumor?,Does this brain image contain a tumor?,"Indeed, the scan shows a tumor.","```json
{
  ""answer"": ""Yes, the brain image contains a tumor.""
}
```"
782,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(55).jpg,tumor_type,Provide short and direct answer for the user's question.Which tumor type does this image show?,Which tumor type does this image show?,Detected tumor: meningioma.,"```json
{
  ""answer"": ""Brain tumor""
}
```"
783,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(55).jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,Orientation: coronal.,"```json
{
  ""answer"": ""MRI scan of the brain""
}
```"
784,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(56).jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,"Certainly, a tumor exists.","```json
{
  ""answer"": ""Yes, a tumor is observed in the image.""
}
```"
785,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(56).jpg,tumor_type,Provide short and direct answer for the user's question.Specify the tumor type visible here.,Specify the tumor type visible here.,This scan has meningioma type.,"```json
{
  ""answer"": ""Brain tumor""
}
```"
786,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(56).jpg,image_type,Provide short and direct answer for the user's question.Which plane is shown in the image?,Which plane is shown in the image?,View type: coronal.,"{""answer"": ""Axial plane"""
787,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(57).jpg,tumor_presence,Provide short and direct answer for the user's question.Is there a tumor visible in this scan?,Is there a tumor visible in this scan?,"Yes, this is a positive case for tumor.","```json
{
  ""answer"": ""Yes, there is a tumor visible in this scan.""
}
```"
788,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(57).jpg,tumor_type,Provide short and direct answer for the user's question.What is the detected tumor type?,What is the detected tumor type?,This is classified as a meningioma.,"```json
{
  ""answer"": ""Brain tumor""
}
```"
789,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(57).jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,This scan uses sagittal plane.,"```json
{
  ""answer"": ""Axial MRI scan of the brain""
}
```"
790,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(58).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this brain image contain a tumor?,Does this brain image contain a tumor?,"Yes, abnormal tissue is seen.","```json
{
  ""answer"": ""Yes, the brain image contains a tumor.""
}
```"
791,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(58).jpg,tumor_type,Provide short and direct answer for the user's question.What does the scan indicate as tumor type?,What does the scan indicate as tumor type?,Type of tumor: meningioma.,"```json
{
  ""answer"": ""The scan indicates a brain tumor.""
}
```"
792,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(58).jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,This scan uses axial plane.,"{""answer"": ""Axial"""
793,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(59).jpg,tumor_presence,Provide short and direct answer for the user's question.Is there a tumor visible in this scan?,Is there a tumor visible in this scan?,"Yes, it looks like there is a tumor.","```json
{
  ""answer"": ""Yes, there is a tumor visible in this scan.""
}
```"
794,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(59).jpg,tumor_type,Provide short and direct answer for the user's question.Specify the tumor type visible here.,Specify the tumor type visible here.,This scan has meningioma type.,"```json
{
  ""answer"": ""Brain tumor""
}
```"
795,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(59).jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,Coronal slice is shown.,"```json
{
  ""answer"": ""Axial MRI scan of the brain""
}
```"
796,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(60).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI image show a tumor?,Does this MRI image show a tumor?,"Yes, this is a positive case for tumor.","```json
{
  ""answer"": ""Yes, the MRI image shows a tumor.""
}
```"
797,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(60).jpg,tumor_type,Provide short and direct answer for the user's question.What is the classification of this tumor?,What is the classification of this tumor?,Meningioma tumor is shown here.,"```json
{
  ""answer"": ""Meningioma""
}
```"
798,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(60).jpg,image_type,Provide short and direct answer for the user's question.Which anatomical plane is used?,Which anatomical plane is used?,The image is coronal.,"{""answer"": ""Axial plane"""
799,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(61).jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,"Yes, abnormal tissue is seen.","```json
{
  ""answer"": ""Yes, a tumor can be observed in the image.""
}
```"
800,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(61).jpg,tumor_type,Provide short and direct answer for the user's question.What is the classification of this tumor?,What is the classification of this tumor?,A meningioma is present in this scan.,"```json
{
  ""answer"": ""Meningioma""
}
```"
801,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(61).jpg,image_type,Provide short and direct answer for the user's question.What is the imaging perspective?,What is the imaging perspective?,View type: axial.,"```json
{
  ""answer"": ""Axial""
}
```"
802,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(62).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI image show a tumor?,Does this MRI image show a tumor?,"Confirmed, tumor is present.","```json
{
  ""answer"": ""Yes, the MRI image shows a tumor.""
}
```"
803,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(62).jpg,tumor_type,Provide short and direct answer for the user's question.What tumor subtype is this?,What tumor subtype is this?,It is a meningioma.,"```json
{
  ""answer"": ""The tumor subtype is not specified in the image.""
}
```"
804,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(62).jpg,image_type,Provide short and direct answer for the user's question.Which plane is shown in the image?,Which plane is shown in the image?,Scan is from coronal direction.,"{""answer"": ""Axial plane"""
805,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(63).jpg,tumor_presence,Provide short and direct answer for the user's question.Is there a tumor visible in this scan?,Is there a tumor visible in this scan?,"Yes, tumor identified.","```json
{
  ""answer"": ""Yes, there is a tumor visible in this scan.""
}
```"
806,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(63).jpg,tumor_type,Provide short and direct answer for the user's question.Identify the tumor type in this scan.,Identify the tumor type in this scan.,Meningioma is the tumor type here.,"```json
{
  ""answer"": ""The tumor type cannot be determined from this image alone. A medical professional would need to interpret the scan in the context of the patient's symptoms and medical history.""
}
```"
807,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(63).jpg,image_type,Provide short and direct answer for the user's question.What is the view type of this image?,What is the view type of this image?,Scan is from axial direction.,ANSWER HERE
808,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(64).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI image show a tumor?,Does this MRI image show a tumor?,"Yes, a tumor is present.","```json
{
  ""answer"": ""Yes, the MRI image shows a tumor.""
}
```"
809,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(64).jpg,tumor_type,Provide short and direct answer for the user's question.What does the scan indicate as tumor type?,What does the scan indicate as tumor type?,Detected tumor: meningioma.,"```json
{
  ""answer"": ""The scan indicates a brain tumor.""
}
```"
810,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(64).jpg,image_type,Provide short and direct answer for the user's question.In which direction is this MRI taken?,In which direction is this MRI taken?,Scan is from sagittal direction.,"```json
{
  ""answer"": ""Axial""
}
```"
811,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(65).jpg,tumor_presence,Provide short and direct answer for the user's question.Is there any abnormal growth in this MRI?,Is there any abnormal growth in this MRI?,"Yes, abnormal tissue is seen.","```json
{
  ""answer"": ""Yes, there is an abnormal growth in the MRI.""
}
```"
812,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(65).jpg,tumor_type,Provide short and direct answer for the user's question.What tumor subtype is this?,What tumor subtype is this?,The tumor is meningioma.,"```json
{
  ""answer"": ""The tumor subtype is not identifiable from this image alone. A professional medical diagnosis is required.""
}
```"
813,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(65).jpg,image_type,Provide short and direct answer for the user's question.In which direction is this MRI taken?,In which direction is this MRI taken?,Coronal type image.,"```json
{
  ""answer"": ""Axial""
}
```"
814,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(66).jpg,tumor_presence,Provide short and direct answer for the user's question.Is there a tumor visible in this scan?,Is there a tumor visible in this scan?,"Yes, tumor identified.","```json
{
  ""answer"": ""Yes, there is a tumor visible in this scan.""
}
```"
815,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(66).jpg,tumor_type,Provide short and direct answer for the user's question.What is the classification of this tumor?,What is the classification of this tumor?,This image displays a meningioma tumor.,"```json
{
  ""answer"": ""The tumor is classified as a brain tumor.""
}
```"
816,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(66).jpg,image_type,Provide short and direct answer for the user's question.Identify the image orientation.,Identify the image orientation.,The image is axial.,"```json
{
  ""answer"": ""Axial""
}
```"
817,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(67).jpg,tumor_presence,Provide short and direct answer for the user's question.Is there any abnormal growth in this MRI?,Is there any abnormal growth in this MRI?,"Yes, a tumor is present.","```json
{
  ""answer"": ""Yes, there is an abnormal growth in the right hemisphere of the brain.""
}
```"
818,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(67).jpg,tumor_type,Provide short and direct answer for the user's question.What is the detected tumor type?,What is the detected tumor type?,A meningioma is present in this scan.,"```json
{
  ""answer"": ""The detected tumor type is a brain tumor.""
}
```"
819,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(67).jpg,image_type,Provide short and direct answer for the user's question.Which anatomical plane is used?,Which anatomical plane is used?,Scan is from axial direction.,"{""answer"": ""Axial plane"""
820,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(68).jpg,tumor_presence,Provide short and direct answer for the user's question.Is there a tumor visible in this scan?,Is there a tumor visible in this scan?,A tumor can be seen clearly.,"```json
{
  ""answer"": ""Yes, there is a tumor visible in this scan.""
}
```"
821,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(68).jpg,tumor_type,Provide short and direct answer for the user's question.What specific tumor is present here?,What specific tumor is present here?,This is classified as a meningioma.,"```json
{
  ""answer"": ""The specific tumor present here is not identifiable from the image provided.""
}
```"
822,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(68).jpg,image_type,Provide short and direct answer for the user's question.Identify the image orientation.,Identify the image orientation.,Scan is from axial direction.,"{""answer"": ""Axial"""
823,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(69).jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI show signs of a tumor?,Does this MRI show signs of a tumor?,A tumor can be seen clearly.,"```json
{
  ""answer"": ""Yes, the MRI shows signs of a tumor.""
}
```"
824,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(69).jpg,tumor_type,Provide short and direct answer for the user's question.What does the scan indicate as tumor type?,What does the scan indicate as tumor type?,This is classified as a meningioma.,"```json
{
  ""answer"": ""The scan indicates a brain tumor.""
}
```"
825,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(69).jpg,image_type,Provide short and direct answer for the user's question.In which direction is this MRI taken?,In which direction is this MRI taken?,This is a coronal view.,"```json
{
  ""answer"": ""Axial""
}
```"
826,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(70).jpg,tumor_presence,Provide short and direct answer for the user's question.Is this an example of a tumorous brain scan?,Is this an example of a tumorous brain scan?,"Yes, it looks like there is a tumor.","```json
{
  ""answer"": ""Yes, this is an example of a tumorous brain scan.""
}
```"
827,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(70).jpg,tumor_type,Provide short and direct answer for the user's question.What specific tumor is present here?,What specific tumor is present here?,Meningioma is the tumor type here.,"```json
{
  ""answer"": ""The specific tumor present here is a brain tumor.""
}
```"
828,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(70).jpg,image_type,Provide short and direct answer for the user's question.Which plane is shown in the image?,Which plane is shown in the image?,Axial perspective image.,"{""answer"": ""Axial plane"""
829,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(71).jpg,tumor_presence,Provide short and direct answer for the user's question.Is there a tumor visible in this scan?,Is there a tumor visible in this scan?,"Yes, abnormal tissue is seen.","```json
{
  ""answer"": ""No visible tumor""
}
```"
830,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(71).jpg,tumor_type,Provide short and direct answer for the user's question.Which tumor type does this image show?,Which tumor type does this image show?,This image displays a meningioma tumor.,"```json
{
  ""answer"": ""Brain tumor""
}
```"
831,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(71).jpg,image_type,Provide short and direct answer for the user's question.Which plane is shown in the image?,Which plane is shown in the image?,Sagittal type image.,"{""answer"": ""Axial plane"""
832,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(72).jpg,tumor_presence,Provide short and direct answer for the user's question.Is the scan indicating the presence of a tumor?,Is the scan indicating the presence of a tumor?,A tumor is visible in the image.,"```json
{
  ""answer"": ""The scan may indicate the presence of a tumor, but a definitive diagnosis would require medical expertise and further analysis.""
}
```"
833,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(72).jpg,tumor_type,Provide short and direct answer for the user's question.Identify the tumor type in this scan.,Identify the tumor type in this scan.,This scan has meningioma type.,"```json
{
  ""answer"": ""The tumor type is not identifiable from this image alone. A medical professional would need to provide an accurate diagnosis based on clinical information and additional imaging.""
}
```"
834,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(72).jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,Axial plane is shown.,"```json
{
  ""answer"": ""Axial MRI scan""
}
```"
835,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(73).jpg,tumor_presence,Provide short and direct answer for the user's question.Is there any abnormal growth in this MRI?,Is there any abnormal growth in this MRI?,"Yes, abnormal tissue is seen.","```json
{
  ""answer"": ""Yes, there is an abnormal growth in the MRI.""
}
```"
836,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(73).jpg,tumor_type,Provide short and direct answer for the user's question.What tumor subtype is this?,What tumor subtype is this?,This is classified as a meningioma.,"```json
{
  ""answer"": ""The tumor subtype is not specified in the provided image.""
}
```"
837,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(73).jpg,image_type,Provide short and direct answer for the user's question.Which plane is shown in the image?,Which plane is shown in the image?,This is a coronal view.,"{""answer"": ""Axial plane"""
838,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(74).jpg,tumor_presence,Provide short and direct answer for the user's question.Is the scan indicating the presence of a tumor?,Is the scan indicating the presence of a tumor?,"Yes, a tumor is present.","```json
{
  ""answer"": ""Yes, the scan indicates the presence of a tumor.""
}
```"
839,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(74).jpg,tumor_type,Provide short and direct answer for the user's question.What is the classification of this tumor?,What is the classification of this tumor?,It is a meningioma.,"```json
{
  ""answer"": ""Meningioma""
}
```"
840,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(74).jpg,image_type,Provide short and direct answer for the user's question.Can you name the scan view type?,Can you name the scan view type?,Scan is from coronal direction.,"```json
{
  ""answer"": ""Axial""
}
```"
841,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(75).jpg,tumor_presence,Provide short and direct answer for the user's question.Is the scan indicating the presence of a tumor?,Is the scan indicating the presence of a tumor?,"Confirmed, tumor is present.","```json
{
  ""answer"": ""Yes, the scan indicates the presence of a tumor.""
}
```"
842,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(75).jpg,tumor_type,Provide short and direct answer for the user's question.What is the classification of this tumor?,What is the classification of this tumor?,This image displays a meningioma tumor.,"```json
{
  ""answer"": ""Meningioma""
}
```"
843,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(75).jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,View type: coronal.,"```json
{
  ""answer"": ""Axial MRI view of the brain""
}
```"
844,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(76).jpg,tumor_presence,Provide short and direct answer for the user's question.Can you detect any tumor in this image?,Can you detect any tumor in this image?,"Yes, this is a positive case for tumor.","```json
{
  ""answer"": ""Yes, there is a tumor present in the image.""
}
```"
845,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(76).jpg,tumor_type,Provide short and direct answer for the user's question.Which tumor type does this image show?,Which tumor type does this image show?,Meningioma is the tumor type here.,"```json
{
  ""answer"": ""Brain tumor""
}
```"
846,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(76).jpg,image_type,Provide short and direct answer for the user's question.Which anatomical plane is used?,Which anatomical plane is used?,Scan is from axial direction.,"{""answer"": ""Axial plane""}"
847,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(77).jpg,tumor_presence,Provide short and direct answer for the user's question.Is the scan indicating the presence of a tumor?,Is the scan indicating the presence of a tumor?,"Yes, tumor identified.","```json
{
  ""answer"": ""Yes, the scan indicates the presence of a tumor.""
}
```"
848,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(77).jpg,tumor_type,Provide short and direct answer for the user's question.What specific tumor is present here?,What specific tumor is present here?,Meningioma tumor is shown here.,"```json
{
  ""answer"": ""The specific tumor present here is a brain tumor.""
}
```"
849,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(77).jpg,image_type,Provide short and direct answer for the user's question.What is the view type of this image?,What is the view type of this image?,This is an axial view.,"```json
{
  ""answer"": ""Axial""
}
```"
850,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(78).jpg,tumor_presence,Provide short and direct answer for the user's question.Is a tumor present in the scan provided?,Is a tumor present in the scan provided?,A tumor can be seen clearly.,"```json
{
  ""answer"": ""Yes, there is a tumor present in the scan.""
}
```"
851,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(78).jpg,tumor_type,Provide short and direct answer for the user's question.What does the scan indicate as tumor type?,What does the scan indicate as tumor type?,Meningioma is the tumor type here.,"```json
{
  ""answer"": ""The scan indicates a brain tumor.""
}
```"
852,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(78).jpg,image_type,Provide short and direct answer for the user's question.What is the imaging perspective?,What is the imaging perspective?,Axial plane is shown.,"```json
{
  ""answer"": ""Axial""
}
```"
853,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(79).jpg,tumor_presence,Provide short and direct answer for the user's question.Is this an example of a tumorous brain scan?,Is this an example of a tumorous brain scan?,"Yes, this is a positive case for tumor.","```json
{
  ""answer"": ""Yes, this is an example of a tumorous brain scan.""
}
```"
854,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(79).jpg,tumor_type,Provide short and direct answer for the user's question.What does the scan indicate as tumor type?,What does the scan indicate as tumor type?,Type of tumor: meningioma.,"```json
{
  ""answer"": ""The scan indicates a brain tumor.""
}
```"
855,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(79).jpg,image_type,Provide short and direct answer for the user's question.In which direction is this MRI taken?,In which direction is this MRI taken?,Orientation: axial.,"```json
{
  ""answer"": ""Axial""
}
```"
856,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(80).jpg,tumor_presence,Provide short and direct answer for the user's question.Is there a tumor visible in this scan?,Is there a tumor visible in this scan?,A tumor is visible in the image.,"```json
{
  ""answer"": ""No tumor visible""
}
```"
857,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(80).jpg,tumor_type,Provide short and direct answer for the user's question.What is the classification of this tumor?,What is the classification of this tumor?,This image displays a meningioma tumor.,"```json
{
  ""answer"": ""The tumor is classified as a primary brain tumor.""
}
```"
858,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(80).jpg,image_type,Provide short and direct answer for the user's question.Which plane is shown in the image?,Which plane is shown in the image?,This scan uses axial plane.,"{""answer"": ""Axial plane"""
859,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(81).jpg,tumor_presence,Provide short and direct answer for the user's question.Is there a tumor visible in this scan?,Is there a tumor visible in this scan?,"Yes, tumor identified.","```json
{
  ""answer"": ""Yes, there is a visible tumor in the scan.""
}
```"
860,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(81).jpg,tumor_type,Provide short and direct answer for the user's question.Specify the tumor type visible here.,Specify the tumor type visible here.,Meningioma tumor is shown here.,"```json
{
  ""answer"": ""Brain tumor""
}
```"
861,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(81).jpg,image_type,Provide short and direct answer for the user's question.What is the view type of this image?,What is the view type of this image?,Axial slice is shown.,"```json
{
  ""answer"": ""Axial""
}
```"
862,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(82).jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,"Certainly, a tumor exists.","```json
{
  ""answer"": ""Yes, a tumor is observed in the image.""
}
```"
863,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(82).jpg,tumor_type,Provide short and direct answer for the user's question.Identify the tumor type in this scan.,Identify the tumor type in this scan.,This is classified as a meningioma.,"```json
{
  ""answer"": ""The tumor type is not identifiable from this image alone. A medical professional would need to analyze the image in the context of clinical findings and possibly additional imaging or biopsy results to determine the tumor type.""
}
```"
864,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/meningioma_tumor/image(82).jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,Axial slice is shown.,"```json
{
  ""answer"": ""Axial MRI scan""
}
```"
