id,image_path,question_type,question_prompt,gt_question,gt_answer,model_output
3114,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0036.jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,Scan is from axial direction.,"{""answer"": ""Axial view"""
3115,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0037.jpg,tumor_presence,Provide short and direct answer for the user's question.Is there a tumor visible in this scan?,Is there a tumor visible in this scan?,A tumor can be seen clearly.,"```json
{
  ""answer"": ""No visible tumor""
}
```"
3116,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0037.jpg,tumor_type,Provide short and direct answer for the user's question.What does the scan indicate as tumor type?,What does the scan indicate as tumor type?,Pituitary is the tumor type here.,"```json
{
  ""answer"": ""The scan indicates a brain tumor.""
}
```"
3117,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0037.jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,This is an axial view.,"{""answer"": ""Axial view"""
3118,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0038.jpg,tumor_presence,Provide short and direct answer for the user's question.Is this an example of a tumorous brain scan?,Is this an example of a tumorous brain scan?,"Yes, tumor identified.","```json
{
  ""answer"": ""No, this is not an example of a tumorous brain scan.""
}
```"
3119,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0038.jpg,tumor_type,Provide short and direct answer for the user's question.What tumor subtype is this?,What tumor subtype is this?,A pituitary is present in this scan.,"```json
{
  ""answer"": ""The tumor subtype cannot be determined from this image alone. A medical professional would need to analyze the image in the context of the patient's symptoms and medical history to provide an accurate diagnosis.""
}
```"
3120,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0038.jpg,image_type,Provide short and direct answer for the user's question.What image type is displayed here?,What image type is displayed here?,Orientation: axial.,"```json
{
  ""answer"": ""MRI scan""
}
```"
3121,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0039.jpg,tumor_presence,Provide short and direct answer for the user's question.Is this an example of a tumorous brain scan?,Is this an example of a tumorous brain scan?,A tumor can be seen clearly.,"```json
{
  ""answer"": ""Yes, this is an example of a tumorous brain scan.""
}
```"
3122,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0039.jpg,tumor_type,Provide short and direct answer for the user's question.What kind of tumor is present in the image?,What kind of tumor is present in the image?,This image displays a pituitary tumor.,"```json
{
  ""answer"": ""Brain tumor""
}
```"
3123,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0039.jpg,image_type,Provide short and direct answer for the user's question.In which direction is this MRI taken?,In which direction is this MRI taken?,This scan uses axial plane.,"{""answer"": ""Axial"""
3124,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0040.jpg,tumor_presence,Provide short and direct answer for the user's question.Is there any abnormal growth in this MRI?,Is there any abnormal growth in this MRI?,"Yes, this is a positive case for tumor.","```json
{
  ""answer"": ""No abnormal growth detected.""
}
```"
3125,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0040.jpg,tumor_type,Provide short and direct answer for the user's question.What does the scan indicate as tumor type?,What does the scan indicate as tumor type?,Type of tumor: pituitary.,"```json
{
  ""answer"": ""The scan indicates a brain tumor.""
}
```"
3126,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0040.jpg,image_type,Provide short and direct answer for the user's question.Which anatomical plane is used?,Which anatomical plane is used?,Axial slice is shown.,"{""answer"": ""Axial plane"""
3127,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0041.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI image show a tumor?,Does this MRI image show a tumor?,"Indeed, the scan shows a tumor.","```json
{
  ""answer"": ""Yes, the MRI image shows a tumor.""
}
```"
3128,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0041.jpg,tumor_type,Provide short and direct answer for the user's question.What specific tumor is present here?,What specific tumor is present here?,The tumor is pituitary.,"```json
{
  ""answer"": ""The specific tumor present here is a brain tumor.""
}
```"
3129,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0041.jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,View type: axial.,"{""answer"": ""Axial view"""
3130,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0042.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this brain image contain a tumor?,Does this brain image contain a tumor?,"Yes, it looks like there is a tumor.","```json
{
  ""answer"": ""No tumor present""
}
```"
3131,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0042.jpg,tumor_type,Provide short and direct answer for the user's question.What kind of tumor is present in the image?,What kind of tumor is present in the image?,This scan has pituitary type.,"```json
{
  ""answer"": ""The image shows a brain tumor.""
}
```"
3132,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0042.jpg,image_type,Provide short and direct answer for the user's question.What is the view type of this image?,What is the view type of this image?,This scan uses axial plane.,ANSWER HERE
3133,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0043.jpg,tumor_presence,Provide short and direct answer for the user's question.Is a tumor present in the scan provided?,Is a tumor present in the scan provided?,"Certainly, a tumor exists.","```json
{
  ""answer"": ""No tumor present""
}
```"
3134,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0043.jpg,tumor_type,Provide short and direct answer for the user's question.Can you tell the type of tumor shown?,Can you tell the type of tumor shown?,Type of tumor: pituitary.,"```json
{
  ""answer"": ""Meningioma""
}
```"
3135,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0043.jpg,image_type,Provide short and direct answer for the user's question.What image type is displayed here?,What image type is displayed here?,Axial perspective image.,"```json
{
  ""answer"": ""MRI scan""
}
```"
3136,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0044.jpg,tumor_presence,Provide short and direct answer for the user's question.Is this an example of a tumorous brain scan?,Is this an example of a tumorous brain scan?,"Yes, a tumor is present.","```json
{
  ""answer"": ""No, this is not an example of a tumorous brain scan.""
}
```"
3137,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0044.jpg,tumor_type,Provide short and direct answer for the user's question.What does the scan indicate as tumor type?,What does the scan indicate as tumor type?,This is classified as a pituitary tumor.,"```json
{
  ""answer"": ""The scan indicates a brain tumor.""
}
```"
3138,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0044.jpg,image_type,Provide short and direct answer for the user's question.What is the imaging perspective?,What is the imaging perspective?,The image is axial.,"```json
{
  ""answer"": ""Axial""
}
```"
3139,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0045.jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,"Yes, tumor identified.","```json
{
  ""answer"": ""No tumor observed""
}
```"
3140,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0045.jpg,tumor_type,Provide short and direct answer for the user's question.Can you tell the type of tumor shown?,Can you tell the type of tumor shown?,This is classified as a pituitary tumor.,"```json
{
  ""answer"": ""The image shows a brain tumor, but without specific medical expertise or additional context, I cannot provide a detailed diagnosis or type of tumor. Please consult a healthcare professional for an accurate assessment.""
}
```"
3141,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0045.jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,This is a coronal view.,"```json
{
  ""answer"": ""Axial MRI scan""
}
```"
3142,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0046.jpg,tumor_presence,Provide short and direct answer for the user's question.Is a tumor present in the scan provided?,Is a tumor present in the scan provided?,A tumor can be seen clearly.,"```json
{
  ""answer"": ""No tumor present""
}
```"
3143,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0046.jpg,tumor_type,Provide short and direct answer for the user's question.What is the detected tumor type?,What is the detected tumor type?,A pituitary is present in this scan.,"```json
{
  ""answer"": ""The detected tumor type is a brain tumor.""
}
```"
3144,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0046.jpg,image_type,Provide short and direct answer for the user's question.What kind of image view is this?,What kind of image view is this?,Coronal slice is shown.,"```json
{
  ""answer"": ""Axial MRI view""
}
```"
3145,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0047.jpg,tumor_presence,Provide short and direct answer for the user's question.Is there any abnormal growth in this MRI?,Is there any abnormal growth in this MRI?,"Yes, it looks like there is a tumor.","{""answer"": ""No abnormal growth detected.""}"
3146,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0047.jpg,tumor_type,Provide short and direct answer for the user's question.Identify the tumor type in this scan.,Identify the tumor type in this scan.,This image displays a pituitary tumor.,"```json
{
  ""answer"": ""The tumor type cannot be determined from this image alone. A radiologist's interpretation is needed.""
}
```"
3147,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0047.jpg,image_type,Provide short and direct answer for the user's question.What is the view type of this image?,What is the view type of this image?,This is a coronal view.,"{""answer"": ""Axial view"""
3148,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0048.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this MRI image show a tumor?,Does this MRI image show a tumor?,"Confirmed, tumor is present.","```json
{
  ""answer"": ""No tumor detected""
}
```"
3149,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0048.jpg,tumor_type,Provide short and direct answer for the user's question.What tumor subtype is this?,What tumor subtype is this?,The tumor is pituitary.,"```json
{
  ""answer"": ""ANSWER HERE""
}
```"
3150,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0048.jpg,image_type,Provide short and direct answer for the user's question.What is the view type of this image?,What is the view type of this image?,Coronal perspective image.,"{""answer"": ""Axial view"""
3151,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0049.jpg,tumor_presence,Provide short and direct answer for the user's question.Is this an example of a tumorous brain scan?,Is this an example of a tumorous brain scan?,"Yes, a tumor is present.","```json
{
  ""answer"": ""No, this is not an example of a tumorous brain scan.""
}
```"
3152,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0049.jpg,tumor_type,Provide short and direct answer for the user's question.Identify the tumor type in this scan.,Identify the tumor type in this scan.,This scan has pituitary type.,"```json
{
  ""answer"": ""The tumor type cannot be identified without medical expertise and additional context.""
}
```"
3153,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0049.jpg,image_type,Provide short and direct answer for the user's question.Which anatomical plane is used?,Which anatomical plane is used?,The image is coronal.,"{""answer"": ""Axial plane"""
3154,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0050.jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,A tumor can be seen clearly.,"```json
{
  ""answer"": ""No tumor observed""
}
```"
3155,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0050.jpg,tumor_type,Provide short and direct answer for the user's question.What is the detected tumor type?,What is the detected tumor type?,Type of tumor: pituitary.,"```json
{
  ""answer"": ""The detected tumor type is a brain tumor.""
}
```"
3156,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0050.jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,View type: coronal.,"{""answer"": ""Axial view"""
3157,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0051.jpg,tumor_presence,Provide short and direct answer for the user's question.Is there any abnormal growth in this MRI?,Is there any abnormal growth in this MRI?,"Yes, this is a positive case for tumor.","```json
{
  ""answer"": ""No abnormal growth detected.""
}
```"
3158,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0051.jpg,tumor_type,Provide short and direct answer for the user's question.Can you tell the type of tumor shown?,Can you tell the type of tumor shown?,The tumor is pituitary.,"```json
{
  ""answer"": ""The image shows a brain tumor, but without specific medical expertise or additional context, it's not possible to determine the exact type of tumor.""
}
```"
3159,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0051.jpg,image_type,Provide short and direct answer for the user's question.What is the imaging perspective?,What is the imaging perspective?,View type: coronal.,"```json
{
  ""answer"": ""Axial""
}
```"
3160,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0052.jpg,tumor_presence,Provide short and direct answer for the user's question.Is there a tumor visible in this scan?,Is there a tumor visible in this scan?,"Certainly, a tumor exists.","```json
{
  ""answer"": ""Yes, there is a visible tumor in the scan.""
}
```"
3161,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0052.jpg,tumor_type,Provide short and direct answer for the user's question.Can you tell the type of tumor shown?,Can you tell the type of tumor shown?,This scan has pituitary type.,"```json
{
  ""answer"": ""Meningioma""
}
```"
3162,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0052.jpg,image_type,Provide short and direct answer for the user's question.Which anatomical plane is used?,Which anatomical plane is used?,This scan uses axial plane.,"{""answer"": ""Axial plane""}"
3163,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0053.jpg,tumor_presence,Provide short and direct answer for the user's question.Is this an example of a tumorous brain scan?,Is this an example of a tumorous brain scan?,"Yes, it looks like there is a tumor.","```json
{
  ""answer"": ""No""
}
```"
3164,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0053.jpg,tumor_type,Provide short and direct answer for the user's question.Which tumor type does this image show?,Which tumor type does this image show?,Pituitary is the tumor type here.,"```json
{
  ""answer"": ""Cranial""
}
```"
3165,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0053.jpg,image_type,Provide short and direct answer for the user's question.Which plane is shown in the image?,Which plane is shown in the image?,Orientation: axial.,"{""answer"": ""Axial plane"""
3166,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0054.jpg,tumor_presence,Provide short and direct answer for the user's question.Can you detect any tumor in this image?,Can you detect any tumor in this image?,"Certainly, a tumor exists.","```json
{
  ""answer"": ""No tumor detected""
}
```"
3167,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0054.jpg,tumor_type,Provide short and direct answer for the user's question.Which tumor type does this image show?,Which tumor type does this image show?,Pituitary is the tumor type here.,"```json
{
  ""answer"": ""Brain tumor""
}
```"
3168,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0054.jpg,image_type,Provide short and direct answer for the user's question.Can you name the scan view type?,Can you name the scan view type?,Orientation: axial.,"```json
{
  ""answer"": ""Axial""
}
```"
3169,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0055.jpg,tumor_presence,Provide short and direct answer for the user's question.Is there any abnormal growth in this MRI?,Is there any abnormal growth in this MRI?,"Indeed, the scan shows a tumor.","```json
{
  ""answer"": ""No abnormal growth detected.""
}
```"
3170,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0055.jpg,tumor_type,Provide short and direct answer for the user's question.What kind of tumor is present in the image?,What kind of tumor is present in the image?,This is classified as a pituitary tumor.,"```json
{
  ""answer"": ""Brain tumor""
}
```"
3171,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0055.jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,Scan is from coronal direction.,"{""answer"": ""Axial view"""
3172,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0056.jpg,tumor_presence,Provide short and direct answer for the user's question.Is the scan indicating the presence of a tumor?,Is the scan indicating the presence of a tumor?,"Certainly, a tumor exists.","```json
{
  ""answer"": ""The scan does not indicate the presence of a tumor.""
}
```"
3173,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0056.jpg,tumor_type,Provide short and direct answer for the user's question.Specify the tumor type visible here.,Specify the tumor type visible here.,This is classified as a pituitary tumor.,"```json
{
  ""answer"": ""The image shows a brain tumor.""
}
```"
3174,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0056.jpg,image_type,Provide short and direct answer for the user's question.Can you name the scan view type?,Can you name the scan view type?,Orientation: axial.,"{""answer"": ""Axial"""
3175,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0057.jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,"Yes, abnormal tissue is seen.","```json
{
  ""answer"": ""No tumor observed""
}
```"
3176,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0057.jpg,tumor_type,Provide short and direct answer for the user's question.Specify the tumor type visible here.,Specify the tumor type visible here.,This scan has pituitary type.,"```json
{
  ""answer"": ""The image shows a brain tumor.""
}
```"
3177,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0057.jpg,image_type,Provide short and direct answer for the user's question.What is the view type of this image?,What is the view type of this image?,This scan uses axial plane.,ANSWER HERE
3178,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0058.jpg,tumor_presence,Provide short and direct answer for the user's question.Is there a tumor visible in this scan?,Is there a tumor visible in this scan?,A tumor can be seen clearly.,"```json
{
  ""answer"": ""Yes, there is a visible tumor in the scan.""
}
```"
3179,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0058.jpg,tumor_type,Provide short and direct answer for the user's question.What kind of tumor is present in the image?,What kind of tumor is present in the image?,Type of tumor: pituitary.,"```json
{
  ""answer"": ""Brain tumor""
}
```"
3180,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0058.jpg,image_type,Provide short and direct answer for the user's question.What image type is displayed here?,What image type is displayed here?,This is an axial view.,"```json
{
  ""answer"": ""MRI scan""
}
```"
3181,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0059.jpg,tumor_presence,Provide short and direct answer for the user's question.Is this an example of a tumorous brain scan?,Is this an example of a tumorous brain scan?,"Yes, abnormal tissue is seen.","```json
{
  ""answer"": ""No, this is not an example of a tumorous brain scan.""
}
```"
3182,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0059.jpg,tumor_type,Provide short and direct answer for the user's question.What kind of tumor is present in the image?,What kind of tumor is present in the image?,Pituitary tumor is shown here.,"```json
{
  ""answer"": ""The image shows a brain tumor.""
}
```"
3183,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0059.jpg,image_type,Provide short and direct answer for the user's question.Identify the image orientation.,Identify the image orientation.,Scan is from axial direction.,"{""answer"": ""Axial orientation""}"
3184,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0060.jpg,tumor_presence,Provide short and direct answer for the user's question.Is the scan indicating the presence of a tumor?,Is the scan indicating the presence of a tumor?,A tumor is visible in the image.,"```json
{
  ""answer"": ""The scan does not indicate the presence of a tumor.""
}
```"
3185,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0060.jpg,tumor_type,Provide short and direct answer for the user's question.What specific tumor is present here?,What specific tumor is present here?,It is a pituitary tumor.,"```json
{
  ""answer"": ""The image shows a brain tumor, but without specific medical context or expertise, I cannot provide an accurate diagnosis or type of tumor. Please consult a healthcare professional for a precise assessment.""
}
```"
3186,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0060.jpg,image_type,Provide short and direct answer for the user's question.What's the viewing angle here?,What's the viewing angle here?,The image is axial.,"{""answer"": ""Axial view"""
3187,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0061.jpg,tumor_presence,Provide short and direct answer for the user's question.Is the scan indicating the presence of a tumor?,Is the scan indicating the presence of a tumor?,"Yes, this is a positive case for tumor.","```json
{
  ""answer"": ""The scan does not indicate the presence of a tumor.""
}
```"
3188,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0061.jpg,tumor_type,Provide short and direct answer for the user's question.What is the detected tumor type?,What is the detected tumor type?,Type of tumor: pituitary.,"```json
{
  ""answer"": ""The detected tumor type is not specified in the provided image.""
}
```"
3189,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0061.jpg,image_type,Provide short and direct answer for the user's question.What image type is displayed here?,What image type is displayed here?,Axial type image.,"```json
{
  ""answer"": ""MRI scan""
}
```"
3190,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0062.jpg,tumor_presence,Provide short and direct answer for the user's question.Can you detect any tumor in this image?,Can you detect any tumor in this image?,"Confirmed, tumor is present.","```json
{
  ""answer"": ""No tumor detected""
}
```"
3191,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0062.jpg,tumor_type,Provide short and direct answer for the user's question.Identify the tumor type in this scan.,Identify the tumor type in this scan.,It is a pituitary tumor.,"```json
{
  ""answer"": ""The tumor type cannot be identified from this image alone. A radiologist's evaluation is required.""
}
```"
3192,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0062.jpg,image_type,Provide short and direct answer for the user's question.What is the view type of this image?,What is the view type of this image?,Axial type image.,ANSWER HERE
3193,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0063.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this brain image contain a tumor?,Does this brain image contain a tumor?,"Indeed, the scan shows a tumor.","```json
{
  ""answer"": ""No tumor detected""
}
```"
3194,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0063.jpg,tumor_type,Provide short and direct answer for the user's question.What specific tumor is present here?,What specific tumor is present here?,This is classified as a pituitary tumor.,"```json
{
  ""answer"": ""The specific tumor present here is not identifiable from the provided image alone. A medical professional would need to analyze the image in the context of a patient's history and symptoms to provide an accurate diagnosis.""
}
```"
3195,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0063.jpg,image_type,Provide short and direct answer for the user's question.What image type is displayed here?,What image type is displayed here?,Axial plane is shown.,"```json
{
  ""answer"": ""MRI scan""
}
```"
3196,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0064.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this brain image contain a tumor?,Does this brain image contain a tumor?,"Confirmed, tumor is present.","```json
{
  ""answer"": ""No""
}
```"
3197,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0064.jpg,tumor_type,Provide short and direct answer for the user's question.What does the scan indicate as tumor type?,What does the scan indicate as tumor type?,This scan has pituitary type.,"```json
{
  ""answer"": ""The scan indicates a brain tumor.""
}
```"
3198,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0064.jpg,image_type,Provide short and direct answer for the user's question.What is the imaging perspective?,What is the imaging perspective?,This is an axial view.,"```json
{
  ""answer"": ""Axial""
}
```"
3199,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0065.jpg,tumor_presence,Provide short and direct answer for the user's question.Can a tumor be observed in the image?,Can a tumor be observed in the image?,"Indeed, the scan shows a tumor.","```json
{
  ""answer"": ""No tumor observed""
}
```"
3200,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0065.jpg,tumor_type,Provide short and direct answer for the user's question.What does the scan indicate as tumor type?,What does the scan indicate as tumor type?,The tumor is pituitary.,"```json
{
  ""answer"": ""The scan indicates a brain tumor.""
}
```"
3201,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0065.jpg,image_type,Provide short and direct answer for the user's question.In which direction is this MRI taken?,In which direction is this MRI taken?,View type: axial.,"{""answer"": ""Axial"""
3202,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0066.jpg,tumor_presence,Provide short and direct answer for the user's question.Does this brain image contain a tumor?,Does this brain image contain a tumor?,"Yes, this is a positive case for tumor.","```json
{
  ""answer"": ""No tumor detected""
}
```"
3203,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0066.jpg,tumor_type,Provide short and direct answer for the user's question.What tumor subtype is this?,What tumor subtype is this?,Pituitary is the tumor type here.,"```json
{
  ""answer"": ""The tumor subtype cannot be determined from this image alone. A professional medical diagnosis is required.""
}
```"
3204,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0066.jpg,image_type,Provide short and direct answer for the user's question.Can you name the scan view type?,Can you name the scan view type?,Orientation: axial.,"```json
{
  ""answer"": ""Axial""
}
```"
3205,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0067.jpg,tumor_presence,Provide short and direct answer for the user's question.Is this an example of a tumorous brain scan?,Is this an example of a tumorous brain scan?,"Yes, a tumor is present.","```json
{
  ""answer"": ""No, this is not an example of a tumorous brain scan.""
}
```"
3206,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0067.jpg,tumor_type,Provide short and direct answer for the user's question.What specific tumor is present here?,What specific tumor is present here?,Pituitary is the tumor type here.,"```json
{
  ""answer"": ""The specific tumor present here is a pituitary adenoma.""
}
```"
3207,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0067.jpg,image_type,Provide short and direct answer for the user's question.In which direction is this MRI taken?,In which direction is this MRI taken?,View type: coronal.,"{""answer"": ""Axial"""
3208,/home/parthpk/NeuroChat//Brain Tumor Classification (MRI)/Test/pituitary/Te-pi_0068.jpg,tumor_presence,Provide short and direct answer for the user's question.Is this an example of a tumorous brain scan?,Is this an example of a tumorous brain scan?,"Indeed, the scan shows a tumor.","```json
{
  ""answer"": ""Yes, this is an example of a tumorous brain scan.""
}
```"
