dataset_name,path,image,question,answer,type
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0119.jpg,Te-me_0119.jpg,Does this MRI show signs of a tumor?,"Yes, tumor identified.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0120.jpg,Te-me_0120.jpg,Is there a tumor visible in this scan?,"Certainly, a tumor exists.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0121.jpg,Te-me_0121.jpg,Can you detect any tumor in this image?,"Certainly, a tumor exists.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0122.jpg,Te-me_0122.jpg,Can you detect any tumor in this image?,"Certainly, a tumor exists.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0123.jpg,Te-me_0123.jpg,Does this MRI image show a tumor?,A tumor can be seen clearly.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0124.jpg,Te-me_0124.jpg,Is the scan indicating the presence of a tumor?,"Certainly, a tumor exists.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0125.jpg,Te-me_0125.jpg,Does this MRI show signs of a tumor?,A tumor can be seen clearly.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0126.jpg,Te-me_0126.jpg,Does this MRI image show a tumor?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0127.jpg,Te-me_0127.jpg,Is the scan indicating the presence of a tumor?,"Yes, it looks like there is a tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0128.jpg,Te-me_0128.jpg,Is a tumor present in the scan provided?,"Yes, a tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0129.jpg,Te-me_0129.jpg,Can a tumor be observed in the image?,"Yes, it looks like there is a tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0130.jpg,Te-me_0130.jpg,Can a tumor be observed in the image?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0131.jpg,Te-me_0131.jpg,Is there any abnormal growth in this MRI?,"Certainly, a tumor exists.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0132.jpg,Te-me_0132.jpg,Can a tumor be observed in the image?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0133.jpg,Te-me_0133.jpg,Is the scan indicating the presence of a tumor?,A tumor is visible in the image.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0134.jpg,Te-me_0134.jpg,Does this MRI show signs of a tumor?,A tumor is visible in the image.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0135.jpg,Te-me_0135.jpg,Is there a tumor visible in this scan?,"Certainly, a tumor exists.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0136.jpg,Te-me_0136.jpg,Is a tumor present in the scan provided?,"Yes, abnormal tissue is seen.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0137.jpg,Te-me_0137.jpg,Does this MRI image show a tumor?,A tumor can be seen clearly.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0138.jpg,Te-me_0138.jpg,Is there any abnormal growth in this MRI?,A tumor can be seen clearly.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0139.jpg,Te-me_0139.jpg,Does this MRI image show a tumor?,"Yes, it looks like there is a tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0140.jpg,Te-me_0140.jpg,Can you detect any tumor in this image?,"Certainly, a tumor exists.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0141.jpg,Te-me_0141.jpg,Is there a tumor visible in this scan?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0142.jpg,Te-me_0142.jpg,Can a tumor be observed in the image?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0143.jpg,Te-me_0143.jpg,Is there any abnormal growth in this MRI?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0144.jpg,Te-me_0144.jpg,Is a tumor present in the scan provided?,"Certainly, a tumor exists.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0145.jpg,Te-me_0145.jpg,Can a tumor be observed in the image?,A tumor is visible in the image.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0146.jpg,Te-me_0146.jpg,Is there any abnormal growth in this MRI?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0147.jpg,Te-me_0147.jpg,Does this MRI image show a tumor?,"Yes, tumor identified.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0148.jpg,Te-me_0148.jpg,Can a tumor be observed in the image?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0149.jpg,Te-me_0149.jpg,Does this brain image contain a tumor?,"Yes, abnormal tissue is seen.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0150.jpg,Te-me_0150.jpg,Is a tumor present in the scan provided?,A tumor can be seen clearly.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0151.jpg,Te-me_0151.jpg,Is there a tumor visible in this scan?,"Indeed, the scan shows a tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0152.jpg,Te-me_0152.jpg,Can you detect any tumor in this image?,"Yes, tumor identified.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0153.jpg,Te-me_0153.jpg,Is this an example of a tumorous brain scan?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0154.jpg,Te-me_0154.jpg,Does this MRI image show a tumor?,"Yes, abnormal tissue is seen.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0155.jpg,Te-me_0155.jpg,Does this MRI image show a tumor?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0156.jpg,Te-me_0156.jpg,Is a tumor present in the scan provided?,"Yes, abnormal tissue is seen.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0157.jpg,Te-me_0157.jpg,Is there a tumor visible in this scan?,"Certainly, a tumor exists.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0158.jpg,Te-me_0158.jpg,Does this MRI show signs of a tumor?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0159.jpg,Te-me_0159.jpg,Is the scan indicating the presence of a tumor?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0160.jpg,Te-me_0160.jpg,Is this an example of a tumorous brain scan?,A tumor can be seen clearly.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0161.jpg,Te-me_0161.jpg,Can a tumor be observed in the image?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0162.jpg,Te-me_0162.jpg,Is this an example of a tumorous brain scan?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0163.jpg,Te-me_0163.jpg,Does this MRI show signs of a tumor?,"Yes, a tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0164.jpg,Te-me_0164.jpg,Is this an example of a tumorous brain scan?,"Yes, a tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0165.jpg,Te-me_0165.jpg,Does this MRI show signs of a tumor?,"Yes, tumor identified.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0166.jpg,Te-me_0166.jpg,Is this an example of a tumorous brain scan?,"Yes, tumor identified.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0167.jpg,Te-me_0167.jpg,Is a tumor present in the scan provided?,A tumor is visible in the image.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0168.jpg,Te-me_0168.jpg,Is this an example of a tumorous brain scan?,"Certainly, a tumor exists.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0169.jpg,Te-me_0169.jpg,Can a tumor be observed in the image?,"Indeed, the scan shows a tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0170.jpg,Te-me_0170.jpg,Is a tumor present in the scan provided?,A tumor can be seen clearly.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0171.jpg,Te-me_0171.jpg,Is there any abnormal growth in this MRI?,"Certainly, a tumor exists.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0172.jpg,Te-me_0172.jpg,Is the scan indicating the presence of a tumor?,"Yes, abnormal tissue is seen.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0173.jpg,Te-me_0173.jpg,Can a tumor be observed in the image?,"Yes, tumor identified.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0174.jpg,Te-me_0174.jpg,Is a tumor present in the scan provided?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0175.jpg,Te-me_0175.jpg,Can a tumor be observed in the image?,"Yes, abnormal tissue is seen.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0176.jpg,Te-me_0176.jpg,Is there a tumor visible in this scan?,A tumor can be seen clearly.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0177.jpg,Te-me_0177.jpg,Can you detect any tumor in this image?,A tumor is visible in the image.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0178.jpg,Te-me_0178.jpg,Is there any abnormal growth in this MRI?,A tumor is visible in the image.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0179.jpg,Te-me_0179.jpg,Is there any abnormal growth in this MRI?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0180.jpg,Te-me_0180.jpg,Does this MRI image show a tumor?,"Yes, abnormal tissue is seen.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0181.jpg,Te-me_0181.jpg,Is there any abnormal growth in this MRI?,A tumor can be seen clearly.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0182.jpg,Te-me_0182.jpg,Does this MRI show signs of a tumor?,"Certainly, a tumor exists.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0183.jpg,Te-me_0183.jpg,Is there a tumor visible in this scan?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0184.jpg,Te-me_0184.jpg,Can you detect any tumor in this image?,"Indeed, the scan shows a tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0185.jpg,Te-me_0185.jpg,Is this an example of a tumorous brain scan?,"Yes, abnormal tissue is seen.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0186.jpg,Te-me_0186.jpg,Can you detect any tumor in this image?,"Yes, tumor identified.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0187.jpg,Te-me_0187.jpg,Is the scan indicating the presence of a tumor?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0188.jpg,Te-me_0188.jpg,Does this MRI show signs of a tumor?,"Yes, a tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0189.jpg,Te-me_0189.jpg,Does this brain image contain a tumor?,"Yes, a tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0190.jpg,Te-me_0190.jpg,Is the scan indicating the presence of a tumor?,A tumor is visible in the image.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0191.jpg,Te-me_0191.jpg,Is the scan indicating the presence of a tumor?,"Yes, a tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0192.jpg,Te-me_0192.jpg,Can a tumor be observed in the image?,A tumor can be seen clearly.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0193.jpg,Te-me_0193.jpg,Does this MRI image show a tumor?,A tumor can be seen clearly.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0194.jpg,Te-me_0194.jpg,Is this an example of a tumorous brain scan?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0195.jpg,Te-me_0195.jpg,Does this brain image contain a tumor?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0196.jpg,Te-me_0196.jpg,Is there any abnormal growth in this MRI?,A tumor is visible in the image.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0197.jpg,Te-me_0197.jpg,Is the scan indicating the presence of a tumor?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0198.jpg,Te-me_0198.jpg,Is a tumor present in the scan provided?,"Yes, tumor identified.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0199.jpg,Te-me_0199.jpg,Does this brain image contain a tumor?,"Certainly, a tumor exists.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0200.jpg,Te-me_0200.jpg,Can you detect any tumor in this image?,"Yes, it looks like there is a tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0201.jpg,Te-me_0201.jpg,Is this an example of a tumorous brain scan?,"Yes, a tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0202.jpg,Te-me_0202.jpg,Is a tumor present in the scan provided?,"Yes, tumor identified.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0203.jpg,Te-me_0203.jpg,Is the scan indicating the presence of a tumor?,"Certainly, a tumor exists.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0204.jpg,Te-me_0204.jpg,Is there any abnormal growth in this MRI?,"Yes, it looks like there is a tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0205.jpg,Te-me_0205.jpg,Can a tumor be observed in the image?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0206.jpg,Te-me_0206.jpg,Does this MRI show signs of a tumor?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0207.jpg,Te-me_0207.jpg,Can a tumor be observed in the image?,A tumor is visible in the image.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0208.jpg,Te-me_0208.jpg,Is this an example of a tumorous brain scan?,A tumor is visible in the image.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0209.jpg,Te-me_0209.jpg,Is there a tumor visible in this scan?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0210.jpg,Te-me_0210.jpg,Is this an example of a tumorous brain scan?,"Yes, abnormal tissue is seen.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0211.jpg,Te-me_0211.jpg,Is a tumor present in the scan provided?,"Yes, a tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0212.jpg,Te-me_0212.jpg,Is the scan indicating the presence of a tumor?,"Certainly, a tumor exists.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0213.jpg,Te-me_0213.jpg,Can a tumor be observed in the image?,"Yes, a tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0214.jpg,Te-me_0214.jpg,Does this MRI image show a tumor?,"Yes, a tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0215.jpg,Te-me_0215.jpg,Can a tumor be observed in the image?,"Indeed, the scan shows a tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0216.jpg,Te-me_0216.jpg,Does this MRI image show a tumor?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0217.jpg,Te-me_0217.jpg,Is the scan indicating the presence of a tumor?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0218.jpg,Te-me_0218.jpg,Does this MRI image show a tumor?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0219.jpg,Te-me_0219.jpg,Can a tumor be observed in the image?,"Yes, abnormal tissue is seen.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0220.jpg,Te-me_0220.jpg,Is a tumor present in the scan provided?,A tumor is visible in the image.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0221.jpg,Te-me_0221.jpg,Does this MRI show signs of a tumor?,"Yes, tumor identified.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0222.jpg,Te-me_0222.jpg,Is there any abnormal growth in this MRI?,"Yes, tumor identified.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0223.jpg,Te-me_0223.jpg,Is the scan indicating the presence of a tumor?,"Yes, tumor identified.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0224.jpg,Te-me_0224.jpg,Is a tumor present in the scan provided?,A tumor is visible in the image.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0225.jpg,Te-me_0225.jpg,Can a tumor be observed in the image?,"Yes, a tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0226.jpg,Te-me_0226.jpg,Is this an example of a tumorous brain scan?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0227.jpg,Te-me_0227.jpg,Is a tumor present in the scan provided?,"Indeed, the scan shows a tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0228.jpg,Te-me_0228.jpg,Does this MRI show signs of a tumor?,"Yes, a tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0229.jpg,Te-me_0229.jpg,Does this brain image contain a tumor?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0230.jpg,Te-me_0230.jpg,Is a tumor present in the scan provided?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0231.jpg,Te-me_0231.jpg,Is a tumor present in the scan provided?,"Indeed, the scan shows a tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0232.jpg,Te-me_0232.jpg,Is a tumor present in the scan provided?,"Yes, a tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0233.jpg,Te-me_0233.jpg,Is there any abnormal growth in this MRI?,"Yes, it looks like there is a tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0234.jpg,Te-me_0234.jpg,Is there any abnormal growth in this MRI?,"Yes, a tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0235.jpg,Te-me_0235.jpg,Can you detect any tumor in this image?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0236.jpg,Te-me_0236.jpg,Is a tumor present in the scan provided?,"Yes, tumor identified.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0237.jpg,Te-me_0237.jpg,Does this MRI show signs of a tumor?,"Certainly, a tumor exists.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0238.jpg,Te-me_0238.jpg,Is a tumor present in the scan provided?,"Certainly, a tumor exists.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0239.jpg,Te-me_0239.jpg,Is there any abnormal growth in this MRI?,A tumor is visible in the image.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0240.jpg,Te-me_0240.jpg,Does this MRI show signs of a tumor?,"Yes, it looks like there is a tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0241.jpg,Te-me_0241.jpg,Can you detect any tumor in this image?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0242.jpg,Te-me_0242.jpg,Does this MRI show signs of a tumor?,"Yes, tumor identified.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0243.jpg,Te-me_0243.jpg,Does this MRI show signs of a tumor?,"Certainly, a tumor exists.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0244.jpg,Te-me_0244.jpg,Is there any abnormal growth in this MRI?,A tumor can be seen clearly.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0245.jpg,Te-me_0245.jpg,Is a tumor present in the scan provided?,"Yes, tumor identified.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0246.jpg,Te-me_0246.jpg,Does this MRI show signs of a tumor?,"Yes, it looks like there is a tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0247.jpg,Te-me_0247.jpg,Does this MRI show signs of a tumor?,"Certainly, a tumor exists.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0248.jpg,Te-me_0248.jpg,Is this an example of a tumorous brain scan?,"Confirmed, tumor is present.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0249.jpg,Te-me_0249.jpg,Is there any abnormal growth in this MRI?,"Indeed, the scan shows a tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0250.jpg,Te-me_0250.jpg,Can you detect any tumor in this image?,"Indeed, the scan shows a tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0251.jpg,Te-me_0251.jpg,Is there a tumor visible in this scan?,"Indeed, the scan shows a tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0252.jpg,Te-me_0252.jpg,Does this brain image contain a tumor?,"Indeed, the scan shows a tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0253.jpg,Te-me_0253.jpg,Is this an example of a tumorous brain scan?,"Yes, abnormal tissue is seen.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0254.jpg,Te-me_0254.jpg,Can a tumor be observed in the image?,"Yes, this is a positive case for tumor.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0255.jpg,Te-me_0255.jpg,Can you detect any tumor in this image?,"Yes, tumor identified.",tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0256.jpg,Te-me_0256.jpg,Is the scan indicating the presence of a tumor?,A tumor is visible in the image.,tumor_presense
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/meningioma/Te-me_0257.jpg,Te-me_0257.jpg,Does this MRI show signs of a tumor?,A tumor can be seen clearly.,tumor_presense
